headlines,description,content,url,category
Four-five semiconductor firms exploring India packaging plant: MoS IT,"Other than this, two more startups, involved in semiconductor design, will participate in the SemiconIndia futureDESIGN DLI scheme.","Stating that India’s future is bright in semiconductor ecosystem, Rajeev Chandrasekhar, Minister of State for Electronics and IT, on Saturday said the ministry will build a robust and a competitive presence in the global semiconductor ecosystem in the next ten years.
“We intend to build a robust, vibrant, and competitive presence in the global semiconductor ecosystem in the next ten years with the capital that Prime Minister Narendra Modi has given us. We certainly want to do what countries to the north of us took $200 billion in 30 years and could not succeed,” Chandrashekar said in SemiconIndia 2023 conference.
On Saturday, the central government announced that the Centre for Development of Advanced Computing (CDAC) had entered a collaboration with Arm, the world’s leading semiconductor IP company. As a part of this announcement, Arm, through its Flexible Access for Startups Program, will broaden its criteria to welcome more applicants.
ADVERTISEMENT
Other than this, two more startups, involved in semiconductor design, will participate in the SemiconIndia futureDESIGN DLI scheme. These two companies are Chennai-based Aheesa Digital Innovations Private Limited (Aheesa) focusing on telecom and cyber security domains, and Calligo Technologies, based in Bengaluru, serving global companies in artificial intelligence/machine learning segments.
ALSO READ | ‘Semiconductors not just our need’: PM Modi pitches India as viable chip hub to global investors
A Memorandum of Understanding (MoU) was also signed between the Centre for Nano Science and Engineering (CeNSE) at the Indian Institute of Science (IISc), Bengaluru, and Lam Research India. They aim to develop a specialised course for Indian universities, teaching semiconductor fabrication technology using Lam Research’s Semiverse Solutions virtual fabrication software, SEMulator3D.
They stated that the first stage is subjected to be completed by December 2023, and the second stage should be completed in June 2024.",https://indianexpress.com/article/business/to-build-a-globally-competitive-presence-in-semiconductor-ecosystem-over-next-10-years-8867055/,business
‘To build a globally competitive presence in semiconductor ecosystem over next 10 years’,"As per a government release from 2019, the National Statistical Office (NSO) had proposed to conduct the first round of the Annual Survey on Unincorporated Sector Enterprises (ASUSE) during October 2019-March 2020 and next round of ASUSE in April 2020 till March 2021.","The newly-formed Standing Committee on Statistics held its first meeting Saturday and discussed the yet-to-be released results of the Annual Survey of Industries and Annual Survey of Unincorporated Enterprises in detail. The committee, chaired by former Chief Statistician and former Chairman of the National Statistical Commission Pronab Sen, was constituted on July 13.
“The discussions were mainly around the Annual Survey of Industries 2020-21 because the results are to be released soon. There was also discussion on the results of the Annual Survey of Unincorporated Enterprises 2021, which has been pending for a long time even though it is ready. The first quarter results for it are showing a dip and then it bounces back up in subsequent quarters, so we are looking into it. These two surveys were discussed in detail,” a committee member, who did not wish to be named, told The Indian Express.
This story is subscriber only!

Now subscribe at a special Republic Day offer of Rs 75/month.
Subscribe Now
Already a subscriber? Sign in",https://indianexpress.com/article/business/economy/new-standing-committee-on-statistics-holds-its-first-meet-8867047/,business
New Standing Committee on Statistics holds its first meet,The negotiations for the India-UK FTA are likely to be concluded much before the end of this year.,"After having achieved broad consensus on most contentious issues for the free trade agreement, India and the UK will now focus on discussing three key issues — investment treaty, rules of origin and intellectual property rights — in its next round of discussions in August, a senior government official said.
The official said India and the UK are “very close” to concluding negotiations for the proposed free trade agreement and discussions on 19 out of total 26 chapters have been closed.",https://indianexpress.com/article/business/india-uk-close-to-concluding-fta-talks-says-official-8865863/,business
"India, UK close to concluding FTA talks, says official",The existing legal framework in the country does not permit the direct listing of equity shares of companies incorporated in India on foreign stock exchanges.,"Finance Minister Nirmala Sitharaman Friday said the government has decided to enable listed and unlisted domestic companies to directly list their equity shares on the International Financial Services Centre (IFSC) at Ahmedabad. The decision will facilitate access to global capital and result in a better valuation of the Indian companies, she said at the launch of the Corporate Debt Market Development Fund (CDMDF) and AMC Repo Clearing Ltd (ARCL).
“I had said in May 2020 that direct listing of securities by Indian public companies would now be permissible in foreign jurisdictions. Now, I am pleased to announce that the government has taken a decision to enable the direct listing of listed and unlisted companies on the IFSC exchanges,” Sitharaman said.
This story is subscriber only!

Now subscribe at a special Republic Day offer of Rs 75/month.
Subscribe Now
Already a subscriber? Sign in",https://indianexpress.com/article/business/to-tap-global-capital-indian-firms-can-list-directly-on-ifsc-exchanges-fm-8865570/,business
"To tap global capital, Indian firms can list directly on IFSC exchanges: FM","During intra-day, the domestic currency touched the peak of 82.19 and hit the lowest level of 82.34.","The rupee plunged 32 paise to close at 82.24 (provisional) against the US dollar on Friday amid renewed foreign fund outflows and negative trends in domestic equity markets.
An elevated level of crude prices nearing USD 84 a barrel also weighed on the domestic unit even as the American currency gained strength on the back of better-than-expected macroeconomic data from the US, forex traders said.
The dovish tone from European Central Bank (ECB), which raised interest rates on Thursday, also boosted the US dollar.
ADVERTISEMENT
At the interbank foreign exchange market, the local unit opened weak at 82.30 against the US dollar.
During intra-day, the domestic currency touched the peak of 82.19 and hit the lowest level of 82.34.
The rupee finally settled at 82.24 (provisional), 32 paise lower from the previous close of 81.92 on Thursday.
“Indian rupee fell on Friday on the strong US dollar and weak domestic markets. The surge in crude oil prices further pressurised the domestic unit. The US dollar gained on strong economic data from the US… This provided more room for US Federal Reserve to hike interest rates further. The dovish tone from ECB also strengthened the dollar,” said Anuj Choudhary – Research Analyst at Sharekhan by BNP Paribas.
ADVERTISEMENT
America’s GDP grew by 2.4 per cent in the April-June quarter, while weekly unemployment claims were lower than forecast.
“We expect the rupee to trade with a slight negative bias on risk aversion in global markets and rising interest rates by most major central banks. A strong dollar and elevated crude oil prices may also put downside pressure on the rupee. However, FIIs remain as net buyers in July, which may support the rupee at lower levels, Choudhary said.
Meanwhile, the dollar index, which gauges the greenback’s strength against a basket of six currencies, fell marginally by 0.02 per cent to 101.75.
ADVERTISEMENT
Brent crude futures, the global oil benchmark, were trading 0.47 per cent lower at USD 83.84 per barrel.
On the domestic equity market front, the 30-share BSE Sensex closed 106.62 points or 0.16 per cent lower at 66,160.20. The broader NSE Nifty fell 13.85 points or 0.07 per cent to 19,646.05.
Foreign Institutional Investors (FIIs) were net sellers in the capital markets on Thursday as they offloaded shares worth Rs 3,979.44 crore, according to exchange data.",https://indianexpress.com/article/business/market/rupee-falls-32-paise-to-close-at-82-24-against-us-dollar-8865197/,business
Rupee falls 32 paise to close at 82.24 against US dollar,"The NSE Nifty declined 13.85 points or 0.07 per cent to finish at 19,646.05.","Benchmark indices Sensex and Nifty declined for a second day in a row on Friday due to selling in IT and banking shares amid foreign fund outflows and weak trends in the US markets.
The 30-share BSE Sensex fell by 106.62 points or 0.16 per cent to settle at 66,160.20. During the day, it declined by 388.17 points or 0.58 per cent to 65,878.65.
The NSE Nifty declined 13.85 points or 0.07 per cent to finish at 19,646.05.
ADVERTISEMENT
From the Sensex pack, Bajaj Finserv, HDFC Bank, Tata Motors, HCL Technologies, Tata Consultancy Services, Axis Bank, Infosys, IndusInd Bank, Tech Mahindra and Maruti were the major laggards.
NTPC, Power Grid, Mahindra & Mahindra, JSW Steel, Bajaj Finance, ITC and Reliance Industries were among the gainers.
In Asian markets, Seoul, Shanghai and Hong Kong ended in the green while Tokyo settled lower. Equity markets in Europe were trading on a mixed note. The US markets ended in negative territory on Thursday.
Meanwhile, global oil benchmark Brent crude was trading 0.42 per cent lower at USD 83.89 a barrel.
ADVERTISEMENT
Foreign Institutional Investors (FIIs) offloaded equities worth Rs 3,979.44 crore on Thursday, according to exchange data.
The BSE benchmark had plunged 440.38 points or 0.66 per cent to settle at 66,266.82 on Thursday, while the Nifty declined 118.40 points or 0.60 per cent to close at 19,659.90.",https://indianexpress.com/article/business/economy/stock-markets-fall-2nd-day-selling-banking-shares-8865187/,business
Stock markets fall for 2nd day on selling in IT banking shares,"Unlock the value of your gold with a quick loan against gold jewellery. Avail benefits like low interest rates, quick processing, and free insurance of gold.","Are you in need of immediate funds to fulfil your financial requirements? Bajaj Finserv Gold Loan offers a simple and hassle-free solution to get quick access to money. Whether it is for medical emergencies, higher education expenses, home renovations, or any other personal needs, this gold loan allows you to unlock the true value of your gold and meet your financial goals without any delays.
With Bajaj Finserv, you can get an instant gold loan starting from Rs. 5,000 up to Rs. 2 crores against your gold jewelry. The interest rate on gold loan is lower than most unsecured loan options, starting from just 9.50% per annum. An added advantage of a Bajaj Finserv Gold Loan is its easy verification and application process. You can avail of this loan with just one of your basic KYC (Know Your Customer) documents, making the borrowing process even more convenient. The list of documents includes proof of identity and residence like- Aadhaar Card, voter ID card, passport, driving license, NREGA job card and letter issued by National Population Registration. 
Here is a closer look at the benefits of availing a gold loan from Bajaj Finance.
ADVERTISEMENT
Quick loan disbursal
Opting for a gold loan with just one KYC document makes the borrowing process quick and easy. To apply for a gold loan, you just have to be an Indian citizen, aged between 21 and 70 years. You will need to submit your KYC document and the gold jewellery you want to pledge. This simplifies the application process, speeds up loan approval and disbursal. The swift turnaround time can be immensely beneficial during urgent financial needs.
High value per gram of gold
The loan amount that you can receive through a gold loan is calculated based on the value of gold loan per gram. Bajaj Finserv offers a maximum loan of up to 75% of the market value of your 18-22 karat gold jewellery. The jewellery is evaluated using state-of-the-art karat metres and kept in secure vaults under constant surveillance. Additionally, you get the advantage of free insurance coverage for the pledged gold jewellery. This not only gives you peace of mind but also adds an extra layer of protection throughout the loan duration.
Multiple repayment schedules 
Bajaj Finserv Gold Loan comes with the flexibility to choose a tenure that suits your financial condition the best. You can choose to pay your interest monthly, bi-monthly, quarterly, half-yearly, or annually, as per your convenience. 
No credit score dependency 
One of the biggest advantages of instant gold loans is that they do not require a strict credit check. This means that even if you have no credit history or a low credit score, you can still avail these loans based on the value of your gold jewellery. 
ADVERTISEMENT
No hidden charges
When you take a gold loan, you will not be charged extra if you decide to repay the loan partially or fully before the agreed-upon time. This gives you the freedom to manage your finances better, as you can pay back the loan whenever it suits you, potentially saving on interest costs. With no additional fees, a gold loan becomes a financially practical and convenient choice for your borrowing needs.
Gold loans have emerged as a game-changer in the lending landscape, providing quick and hassle-free access to funds during financial emergencies. The streamlined borrowing process, convenience, and online application make it an attractive financing option for a wide range of borrowers. By leveraging the value of your gold jewellery, you can address urgent financial needs, capitalise on opportunities, and navigate through challenging times with ease. ",https://indianexpress.com/article/business/sponsored-business/bajaj-finserv-gold-loan-access-instant-funds-with-just-your-kyc-documents-8865096/,business
Bajaj Finserv Gold Loan: Access instant funds with just your KYC documents,"It is not just India that needs chips, but the world, which needs a ‘trusted partner’ for their supply chains, Prime Minister Narendra Modi said. He was addressing a gathering in Gandhinagar where hundreds of semiconductor industry executives have gathered for SemiconIndia 2023.","India is “rolling out the red carpet” for the semiconductor industry, Prime Minister Narendra Modi said Friday in his home state of Gujarat as he pitched the country as a viable chipmaking hub to global investors.
“Earlier, people were questioning our aim to make chips and were asking ‘why invest (in India)’. Now, the question has changed to ‘why not invest,’” PM Modi said. “Whoever moves fast in this will get the first mover’s advantage… we are rolling out the red carpet for them,” Modi said.",https://indianexpress.com/article/business/pm-modi-india-semiconductors-conference-ahmedabad-8864766/,business
‘Semiconductors not just our need’: PM Modi pitches India as viable chip hub to global investors,"The California-based chipmaker will use that investment to open its biggest research and development centre in the tech hub of Bengaluru, CTO Papermaster said.","US CHIP design major Advanced Micro Devices (AMD) will invest up to $400 million in India over the next five years and will set up its biggest design facility in the country, a top executive of the company said Friday.
The California-based chipmaker will use that investment to open its design centre in the tech hub of Bengaluru, its chief technology officer Mark Papermaster said.
This story is subscriber only!

Now subscribe at a special Republic Day offer of Rs 75/month.
Subscribe Now
Already a subscriber? Sign in",https://indianexpress.com/article/business/companies/amd-to-invest-400-million-india-over-5-years-to-set-up-research-development-facility-8864671/,business
AMD to invest $400 mn in India over 5 years for its biggest design centre,"The government has approved a Rs 19,744-crore incentive plan to promote the manufacturing of green hydrogen in the country in a bid to cut emissions.","The government will consider bringing in the production-linked incentive (PLI) scheme for the chemicals and petrochemicals sector to make the country a manufacturing hub in this segment, Finance Minister Nirmala Sitharaman said Thursday.
Stating that the government is focused on green growth and becoming energy independent by 2047, Sitharaman said India aims to achieve net zero by 2070, but cannot achieve the goal unless each sector and industry contributes towards it.
“We are in favour of India becoming a manufacturing hub and we will consider the PLI scheme also for the chemicals and petrochemicals sector,” she said at FICCI’s Global Chemicals and Petrochemicals Manufacturing Hubs in India Summit.
ADVERTISEMENT
In view of stringent pollution control regulations and rising labour cost, she said global manufacturers in the chemical industry are looking at diversifying their products and production capability and India stands out as an alternative destination for manufacturing. “If viable options exist, it exists in such markets where there is a domestic buffer and beyond which there is an export potential. So that is where the government’s policies have been facilitating,” she said.
The Finance Minister said the industry has great potential and should create manufacturing capacity keeping in mind sustainability, carbon emission, general pollution and groundwater pollution, among other issues. “We should remember that India has set its sights on becoming energy independent by 2047 and achieving net zero by 2070. So net zero cannot be achieved unless each industry and each sector contributes to it. We are very focused on green growth. Carbon intensity has to be reduced and therefore each one of the sectors will have to contribute to this,” she said.
Energy efficiency and renewable energy commitments of India are also very important, she said. She also asked the industry to keep the hydrogen mission in mind. The government has approved a Rs 19,744-crore incentive plan to promote the manufacturing of green hydrogen in the country in a bid to cut emissions. The National Green Hydrogen Mission seeks to promote development of green hydrogen production capacity of at least 5 million metric tonnes per annum with an associated renewable energy capacity addition of about 125 GW in the country by 2030.
Sitharaman said if Indian manufacturers focus on challenges such as sustainability, recycling, skilling and technology adoption, global investors will actively look at parking their money or forging joint ventures with Indian partners in the chemicals and petrochemicals industry.",https://indianexpress.com/article/business/centre-to-consider-pli-scheme-for-chemicals-and-petrochemicals-industry-8864173/,business
Centre to consider PLI scheme for chemicals and petrochemicals industry,"On Thursday, the market regulator released guidelines for investment by mutual fund schemes and asset management companies in CDMDF units.","The Union government has approved a scheme providing complete guarantee cover for debt raised by the Corporate Debt Market Development Fund (CDMDF), a backstop facility for investment-grade corporate debt that launches today.
Following this, the Securities and Exchange Board of India (Sebi) on Thursday released a framework for the CDMDF.
In a notification Wednesday, the Department of Economic Affairs (DEA) said the Guarantee Fund for Corporate Debt (GFCD) will manage the Guarantee Scheme for Corporate Debt (GSCD). The GFCD will be a trust fund formed by the DEA and managed by the National Credit Guarantee Trustee Company Ltd, a wholly-owned company of the Department of Financial Services under the Ministry of Finance.
ADVERTISEMENT
On Thursday, the market regulator released guidelines for investment by mutual fund schemes and asset management companies in CDMDF units.
CDMDF, an alternative investment fund, will act as a backstop for purchase of investment-grade corporate debt securities. It will enhance secondary market liquidity by creating a permanent institutional framework for activation in times of market stress. The fund will be launched by Finance Minister Nirmala Sitharaman on Friday.
During normal times, CDMDF will deal in low duration government securities (G-sec), treasury bills, tri-party repo on G-secs and guaranteed corporate bond repo with maturity not exceeding seven days.
Corporate debt securities to be bought by CDMDF during market dislocation include listed money market instruments, for which the long-term rating of issuers will be considered, Sebi said.
ADVERTISEMENT
CDMDF will buy only investment-grade securities from secondary markets, listed and having residual maturity of up to five years. It will not buy any unlisted, below-investment-grade or defaulted debt securities or securities in respect of which there is a material possibility of default or adverse credit news or views.
It will buy at a fair price (adjusted for liquidity risk, interest rate risk and credit risk) but not at distress price, Sebi said. The sellers of debt securities shall be paid 90 per cent of the consideration in cash and 10 per cent in terms of units of CDMDF.
Sebi said CDMDF will be launched as a close-ended scheme with an initial tenure of 15 years (extendable) from the date of its initial closing, that is, the date on which contribution from all AMCs and specified schemes is received by CDMDF, extendable at the discretion of the DEA in consultation with Sebi.
ADVERTISEMENT
The units of CDMDF will be subscribed by AMCs of mutual funds and specified debt-oriented MF schemes – open-ended debt oriented mutual fund schemes excluding overnight funds and gilt funds and including conservative hybrid funds.
Specified debt-oriented mutual fund schemes will invest 25 basis points (bps) of their assets under management (AUM) in the units of CDMDF. One basis point is one-hundredth of a percentage point.
AMCs will make a one-time contribution equivalent to two bps of the AUM of specified debt-oriented mutual fund schemes managed by them, the regulator said. AMCs of new mutual funds will also make a one-time contribution equivalent to two bps of their specified debt-oriented MF schemes, based on the AUM at the end of the financial year following the one in which the specified schemes are launched.
In respect of investment of mutual fund schemes in CDMDF, corporate debt securities sold by MF schemes to CDMDF during market dislocation will be treated as trade executed on Request for Quote (RFQ) platform. Sebi said the provisions of this circular will come into force with immediate effect.",https://indianexpress.com/article/business/economy/govt-clears-guarantee-scheme-for-corporate-debt-sebi-issues-guidelines-8864175/,business
"Govt clears guarantee scheme for corporate debt, Sebi issues guidelines",The committee also emphasised on the need for the government to closely monitor progress of capital expenditure to ensure it is in line with the allocated amount for a multiplier impact on growth and employment.,"The Standing Committee on Finance has stressed on the need for forward-looking surveys by the Ministry of Statistics and Programme Implementation (MoSPI) or NITI Aayog for private capex by industry and region to understand trends and help suppliers prepare better for equipment, real estate and workforce requirements.
The committee stressed on the need for these surveys after the Finance Ministry told it that MoSPI has historical private capex data as part of national accounts statistics. The committee also emphasised on the need for the government to closely monitor progress of capital expenditure to ensure it is in line with the allocated amount for a multiplier impact on growth and employment.",https://indianexpress.com/article/business/economy/need-forward-looking-surveys-for-pvt-capex-house-panel-8864125/,business
Need forward-looking surveys for pvt capex: House panel,The committee also revealed that the Reserve Bank of India has informed them that Big Tech companies have refused to make modifications to their operating systems to make the OTP based two-factor authentication for banking services more secure.,"A Parliamentary panel has recommended that the Centre should mandate Apple and Google to share “exhaustive” metadata, developer identities, and ownership and origin of apps they host on their respective app stores to curb financial fraud.
The Standing Committee on Finance, headed by BJP MP Jayant Sinha, said that sharing such information with the government will empower regulators to conduct in-depth analysis, identify potential security vulnerabilities and institute appropriate measures to fortify the digital landscape.",https://indianexpress.com/article/business/companies/apple-google-should-share-apps-origin-developers-identity-with-centre-house-panel-8864124/,business
"Apple, Google should share apps’ origin, developers’ identity with Centre: House panel",The Standing Committee on Finance pointed out that MoSPI’s response on the seventh economic census “falls short in providing a proactive approach” to address the delays.,"A parliamentary panel has questioned the Ministry of Statistics and Programme Implementation (MoSPI) over the delay in the release of the economic census results, pointing out in a report tabled Thursday in Parliament that only 13 states and Union Territories have communicated their approval for provisional results so far.
The seventh economic census was launched in 2019 and completed in March 2021.
This story is subscriber only!

Now subscribe at a special Republic Day offer of Rs 75/month.
Subscribe Now
Already a subscriber? Sign in",https://indianexpress.com/article/business/economy/economic-census-parliamentary-panel-questions-ministry-over-delay-in-results-8864102/,business
Economic census: Parliamentary panel questions ministry over delay in results,"In November last year, the ministry had put out the common ITR form in public domain seeking comments and suggestions from stakeholders.","A parliamentary panel has asked the Finance Ministry to expeditiously come out with a common income tax return (ITR) form to ease the return filing process for individuals and non-business taxpayers.
In November last year, the ministry had put out the common ITR form in public domain seeking comments and suggestions from stakeholders. It had proposed to come out with a user-friendly common income tax return form for all taxpayers, except trusts and non-profit organisations.
This story is subscriber only!

Now subscribe at a special Republic Day offer of Rs 75/month.
Subscribe Now
Already a subscriber? Sign in",https://indianexpress.com/article/business/swiftly-come-out-with-common-itr-form-parliamentary-panel-to-finmin-8864118/,business
Swiftly come out with common ITR form: Parliamentary panel to FinMin,"Murtaza Khan Kashi, owner of houseboat Selec Town, will deliver packages every day to customers at the doorstep of their houseboats as part of the onboarding.","Amazon India on Thursday announced its first-ever floating store on Dal Lake in Srinagar, Kashmir, as part of its last-mile delivery programme “I Have Space”.
Murtaza Khan Kashi, owner of houseboat Selec Town, will deliver packages every day to customers at the doorstep of their houseboats as part of the onboarding.
Amazon Logistics, India, Director Karuna Shankar Pande said this will provide faster and reliable deliveries to customers across Srinagar, opportunities for small businesses and strengthen Amazon’s delivery network.
Launched in 2015, the ‘I Have Space’ programme has 28,000 neighbourhood and kirana partners in about 420 towns and cities in India. It partners with local stores and small businesses for delivering products within a 2 to 4 kilometres radius.",https://indianexpress.com/article/business/companies/amazon-india-first-ever-floating-store-srinagars-dal-lake-8864043/,business
Amazon India announces first-ever floating store on Srinagar’s Dal Lake,"The company had posted a consolidated profit after tax of Rs 25.81 crore in the first quarter of the last fiscal, NDTV said in a regulatory filing.","News broadcaster NDTV Ltd on Thursday reported a consolidated loss after tax of Rs 8.08 crore in the first quarter ended June 30, 2023, impacted by lower revenue.
The company had posted a consolidated profit after tax of Rs 25.81 crore in the first quarter of the last fiscal, NDTV said in a regulatory filing.
Consolidated revenue from operations was at Rs 69.99 crore as against Rs 107.74 crore in the year-ago period, it added.
Total expenses were marginally down at Rs 81.98 crore as compared to Rs 83.33 crore a year ago.",https://indianexpress.com/article/business/ndtv-posts-cr-loss-in-q1-8864000/,business
NDTV posts Rs 8.08 crore loss in Q1,The RBI clarified that the symbol is an identifier that it is a replaced/reprinted banknote.,"A currency note with a star (*) symbol is identical to any other legal banknote, the Reserve Bank said on Thursday allaying concerns on the validity of such notes.
The symbol is inserted in the number panel of a banknote that is used as replacement for defectively printed notes in a packet of 100 pieces of serially numbered banknotes, the RBI said.
In a statement, the central bank said it has come to the notice of the RBI that the validity of banknotes with this symbol present on the number panel has recently been the subject of discussions on some social media platforms.
ADVERTISEMENT
“A banknote with a star () symbol is identical to any other legal banknote, except that in the number panel a star () symbol is added between the prefix and the serial number,” it said.
The RBI clarified that the symbol is an identifier that it is a replaced/reprinted banknote.",https://indianexpress.com/article/business/currency-note-with-symbol-in-number-panel-valid-note-rbi-8863836/,business
Currency note with * symbol in number panel valid note: RBI,"The Finance Minister said the industry has great potential and should create manufacturing capacity keeping in mind sustainability, carbon emission, general pollution and groundwater pollution, among other issues.","The government will consider bringing in the production-linked incentive (PLI) scheme for the chemicals and petrochemicals sector to make the country a manufacturing hub in this segment, Finance Minister Nirmala Sitharaman said Thursday.
Stating that the government is focused on green growth and becoming energy independent by 2047, Sitharaman said India aims to achieve net zero by 2070, but cannot achieve the goal unless each sector and industry contributes towards it.
“We are in favour of India becoming a manufacturing hub and we will consider the PLI scheme also for the chemicals and petrochemicals sector,” she said at FICCI’s Global Chemicals and Petrochemicals Manufacturing Hubs in India Summit.
ADVERTISEMENT
In view of stringent pollution control regulations and rising labour cost, she said global manufacturers in the chemical industry are looking at diversifying their products and production capability and India stands out as an alternative destination for manufacturing. “If viable options exist, it exists in such markets where there is a domestic buffer and beyond which there is an export potential. So that is where the government’s policies have been facilitating,” she said.
The Finance Minister said the industry has great potential and should create manufacturing capacity keeping in mind sustainability, carbon emission, general pollution and groundwater pollution, among other issues. “We should remember that India has set its sights on becoming energy independent by 2047 and achieving net zero by 2070. So net zero cannot be achieved unless each industry and each sector contributes to it. We are very focused on green growth. Carbon intensity has to be reduced and therefore each one of the sectors will have to contribute to this,” she said.
Energy efficiency and renewable energy commitments of India are also very important, she said, adding that private companies should keep in mind India’s net zero goal and 500 gigawatts of installed electricity capacity from non-fossil fuel sources.
She also asked the industry to keep the hydrogen mission in mind. The government has approved a Rs 19,744-crore incentive plan to promote the manufacturing of green hydrogen in the country in a bid to cut emissions. The National Green Hydrogen Mission seeks to promote development of green hydrogen production capacity of at least 5 million metric tonnes per annum with an associated renewable energy capacity addition of about 125 GW in the country by 2030.
ADVERTISEMENT
Sitharaman said if Indian manufacturers focus on challenges such as sustainability, recycling, skilling and technology adoption, global investors will actively look at parking their money or forging joint ventures with Indian partners in the chemicals and petrochemicals industry.
On the industry’s task of addressing the issue of inverted duty structure for some of their items, the finance minister said, inversion on an item if corrected can have collateral somewhere. Inversion of duty is a great concern for industry but it should be in a holistic fashion, she said, adding, she would welcome suggestions in this respect and the ministry will look at them.",https://indianexpress.com/article/business/govt-pli-scheme-chemicals-petrochem-sectors-nirmala-sitharaman-8863932/,business
Govt to consider PLI scheme for chemicals and petrochem sectors: Sitharaman,ECB President Christine Lagarde had all but promised the quarter-percentage point increase.,"The European Central Bank raised interest rates for the ninth straight time in its yearlong campaign to stamp out painfully high inflation, even as worries about recession fuel speculation that Thursday’s hike could be its last.
ECB President Christine Lagarde had all but promised the quarter-percentage point increase. That puts the focus at her post-meeting news conference on whether the bank will raise rates again at its September meeting or hold off after a record series of rate hikes.
Central banks around the world have been raising borrowing costs to combat inflation unleashed by higher energy prices after Russia invaded Ukraine and supply chain backups as the global economy recovered from the coronavirus pandemic.
ADVERTISEMENT
Now, the question is whether the rapid rate hikes are reaching their end.
The ECB move followed a decision by the US Federal Reserve on Wednesday to raise its key rate for the 11th time in 17 months.",https://indianexpress.com/article/business/european-central-bank-hikes-interest-rates-ninth-time-combat-inflation-8863755/,business
European Central Bank hikes interest rates for ninth time to combat inflation,"India is likely to grow 6-6.3 per cent in the current fiscal year ending March 31, 2024, Deloitte India said in its economic outlook, forecasting growth surpassing 7 per cent over the next two years if global uncertainties recede.","India is likely to grow 6-6.3 per cent in the current fiscal year ending March 31, 2024, Deloitte India said in its economic outlook, forecasting growth surpassing 7 per cent over the next two years if global uncertainties recede.
With the probability associated with a recession in major industrial countries this year trimming, several economic indicators such as the tight labour markets and reduced risk spreads post the US banking crisis suggest that downside risks to global growth are subsiding.
Yet, there remain significant uncertainties around the actions of the central banks of major economies and the oil price movements, the economic outlook said.
ADVERTISEMENT
“Amid continuing global uncertainties, India continues to see strong economic activity,” it said. “Keeping in view the resilience shown by the economy, Deloitte is optimistic about the outlook and has put out its expectation for this year and the next. Deloitte expects India to grow between 6 per cent and 6.3 per cent in FY 2023–24, and have a stronger outlook thereafter.” If global uncertainties recede, growth is expected to surpass 7 per cent over the next two years, it said.
“India enjoys a Goldilocks moment currently. Our growth forecasts for FY 2023-24 remain similar to our April forecast, except that higher-than-expected growth in FY2022-23 has raised our base for comparison. That said, we have raised our lower limit of the range given the buoyancy in the economy,” said Rumki Majumdar, Economist, Deloitte India.
Urban demand conditions have remained resilient as evidenced by the sales of mid-to-high-end segments of automobiles, the number of UPI transactions, and domestic air passenger traffic data. Rural demand, which was lagging, has also been rising lately as seen in the sales of tractors, IIP non-durable goods, and MGNREGA data.
Investment is also showing traction. The credit-deposit ratio has continued to improve strongly from the lows of the pandemic despite the rising interest rates. “Most of the lending is happening in the industry and services sector. This points to improving investment, which means that the supply side is gearing up to meet the rising demand,” Majumdar added.
ADVERTISEMENT
Inflation in the first quarter was 4.5 per cent, the lowest since the quarter of September 2019. GST collections remain strong, suggesting that revenue buoyancy will aid in improving the budgeted fiscal deficit ratio to GDP.
Among the global risks, Deloitte’s economic outlook highlights the significance and future implications of the monetary policies pursued in the West.
Referring as the salsa of the Central Banks, the changes in the policy rates between the three major central banks – the US Federal Reserve (Fed), the European Central Bank (ECB), and the Bank of England (BoE) – have been by 1390 basis points within a span of 18 months.
ADVERTISEMENT
“Yet, these countries have not been able to tame inflation. The 12-month average inflation after the first policy rate hike is significantly higher than the 12-month average inflation prior to the hike in these countries. Comparatively, India has had better success in taming inflation with relatively lesser policy tightening,” it said.
Rather, an aggressive monetary policy tightening has tightened liquidity conditions too quickly in countries that had ultra-loose monetary policies for over a decade. Since these countries also host a large share of global investors, such an aggressive measure has unnerved the sentiments, leading to capital outflows from emerging countries.
Deloitte does not expect these countries to ease policy rates soon as well. “The headline inflation levels remain above the central bank’s target level of 2 per cent. Clearly, Atras (step backwards) seems unlikely for these Central banks. But Adelante (step forward) may also be challenging,” said Majumdar.
The pressure on US banks, moderating housing demand, and the recent resolution of the debt-ceiling crisis will discourage the US Federal Reserve to raise policy rates for very long.
Among domestic risks, inflation is topmost. The risk of El-Nino and a below-normal monsoon can bring back the pressure on food prices. “We expect the fall in consumer prices to be short-lived as demand picks up along with food prices and the uncertainties around prices remain high. A quicker rebound in the supply side will be of utmost importance for keeping prices under check in the long run,” Majumdar added.",https://indianexpress.com/article/business/economy/india-gdp-growth-fy24-economic-prospects-brighten-deloitte-india-8863424/,business
