EmpID,Age,AgeGroup,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,SalarySlab,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
RM1237,36,36-45,Yes,Travel_Rarely,1456,Sales,13,5,Marketing,1,1733,2,Male,96,2,2,Sales Executive,1,Divorced,6134,5k-10k,8658,5,Y,Yes,13,3,2,80,3,16,3,3,2,2,2,2
RM1279,36,36-45,No,Travel_Rarely,1383,Research & Development,10,3,Life Sciences,1,1790,4,Male,90,3,3,Healthcare Representative,1,Married,8321,5k-10k,25949,7,Y,Yes,13,3,4,80,1,15,1,3,12,8,5,7
RM1316,36,36-45,No,Travel_Rarely,430,Research & Development,2,4,Other,1,1847,4,Female,73,3,2,Research Scientist,2,Married,6962,5k-10k,19573,4,Y,Yes,22,4,4,80,1,15,2,3,1,0,0,0
RM1341,36,36-45,No,Travel_Rarely,1266,Sales,10,4,Technical Degree,1,1880,2,Female,63,2,2,Sales Executive,3,Married,5673,5k-10k,6060,1,Y,Yes,13,3,1,80,1,10,4,3,10,9,1,7
RM1348,36,36-45,No,Travel_Frequently,1213,Human Resources,2,1,Human Resources,1,1890,2,Male,94,2,2,Human Resources,4,Single,3886,Upto 5k,4223,1,Y,No,21,4,4,80,0,10,2,2,10,1,0,8
RM1356,36,36-45,No,Travel_Rarely,335,Sales,17,2,Marketing,1,1908,3,Male,33,2,2,Sales Executive,2,Married,5507,5k-10k,16822,2,Y,No,16,3,3,80,2,12,1,1,4,2,1,3
RM1384,36,36-45,No,Non-Travel,1351,Research & Development,9,4,Life Sciences,1,1949,1,Male,66,4,1,Laboratory Technician,2,Married,2810,Upto 5k,9238,1,Y,No,22,4,2,80,0,5,3,3,5,4,0,2
RM1440,36,36-45,No,Travel_Rarely,557,Sales,3,3,Medical,1,2024,1,Female,94,2,3,Sales Executive,4,Married,7644,5k-10k,12695,0,Y,No,19,3,3,80,2,10,2,3,9,7,3,4
RM1441,36,36-45,No,Travel_Frequently,688,Research & Development,4,2,Life Sciences,1,2025,4,Female,97,3,2,Manufacturing Director,2,Divorced,5131,5k-10k,9192,7,Y,No,13,3,2,80,3,18,3,3,4,2,0,2
RM1448,36,36-45,No,Non-Travel,301,Sales,15,4,Marketing,1,2036,4,Male,88,1,2,Sales Executive,4,Divorced,5406,5k-10k,10436,1,Y,No,24,4,1,80,1,15,4,2,15,12,11,11
RM1454,36,36-45,No,Travel_Rarely,1120,Sales,11,4,Marketing,1,2045,2,Female,100,2,2,Sales Executive,4,Married,6652,5k-10k,14369,4,Y,No,13,3,1,80,1,8,2,2,6,3,0,0
RM1466,36,36-45,No,Travel_Frequently,884,Research & Development,23,2,Medical,1,2061,3,Male,41,4,2,Laboratory Technician,4,Married,2571,Upto 5k,12290,4,Y,No,17,3,3,80,1,17,3,3,5,2,0,3
RM1466,36,36-45,No,Travel_Frequently,884,Research & Development,23,2,Medical,1,2061,3,Male,41,4,2,Laboratory Technician,4,Married,2571,Upto 5k,12290,4,Y,No,17,3,3,80,1,17,3,3,5,2,0,2
RM003,37,36-45,Yes,Travel_Rarely,1373,Research & Development,2,2,Other,1,4,4,Male,92,2,1,Laboratory Technician,3,Single,2090,Upto 5k,2396,6,Y,Yes,15,3,2,80,0,7,3,3,0,0,0,0
RM048,37,36-45,No,Travel_Rarely,408,Research & Development,19,2,Life Sciences,1,61,2,Male,73,3,1,Research Scientist,2,Married,3022,Upto 5k,10227,4,Y,No,21,4,1,80,0,8,1,3,1,0,0,0
RM060,37,36-45,No,Travel_Rarely,1115,Research & Development,1,4,Life Sciences,1,77,1,Male,51,2,2,Manufacturing Director,3,Divorced,5993,5k-10k,2689,1,Y,No,18,3,3,80,1,7,2,4,7,5,0,7
RM079,37,36-45,No,Travel_Rarely,397,Research & Development,7,4,Medical,1,102,1,Male,30,3,3,Research Director,3,Single,13664,10k-15k,25258,4,Y,No,13,3,1,80,0,16,3,4,5,2,0,2
RM101,37,36-45,Yes,Travel_Rarely,807,Human Resources,6,4,Human Resources,1,133,3,Male,63,3,1,Human Resources,1,Divorced,2073,Upto 5k,23648,4,Y,Yes,22,4,4,80,0,7,3,3,3,2,0,2
RM105,37,36-45,No,Non-Travel,1040,Research & Development,2,2,Life Sciences,1,139,3,Male,100,2,2,Healthcare Representative,4,Divorced,5163,5k-10k,15850,5,Y,No,14,3,4,80,1,17,2,4,1,0,0,0
RM116,37,36-45,No,Travel_Rarely,1189,Sales,3,3,Life Sciences,1,152,3,Male,87,3,3,Sales Executive,4,Single,7428,5k-10k,14506,2,Y,No,12,3,1,80,0,12,3,3,5,3,1,3
RM196,37,36-45,No,Travel_Rarely,290,Research & Development,21,3,Life Sciences,1,267,2,Male,65,4,1,Research Scientist,1,Married,3564,Upto 5k,22977,1,Y,Yes,12,3,1,80,1,8,3,2,8,7,1,7
RM223,37,36-45,No,Travel_Frequently,663,Research & Development,11,3,Other,1,306,2,Male,47,3,3,Research Director,4,Divorced,12185,10k-15k,10056,1,Y,Yes,14,3,3,80,3,10,1,3,10,8,0,7
RM227,37,36-45,No,Travel_Frequently,319,Sales,4,4,Marketing,1,311,1,Male,41,3,1,Sales Representative,4,Divorced,2793,Upto 5k,2539,4,Y,No,17,3,3,80,1,13,2,3,9,8,5,8
RM249,37,36-45,No,Travel_Rarely,1017,Research & Development,1,2,Medical,1,340,3,Female,83,2,1,Research Scientist,1,Married,3920,Upto 5k,18697,2,Y,No,14,3,1,80,1,17,2,2,3,1,0,
RM251,37,36-45,Yes,Travel_Frequently,504,Research & Development,10,3,Medical,1,342,1,Male,61,3,3,Manufacturing Director,3,Divorced,10048,10k-15k,22573,6,Y,No,11,3,2,80,2,17,5,3,1,0,0,
RM274,37,36-45,No,Travel_Rarely,228,Sales,6,4,Medical,1,378,3,Male,98,3,2,Sales Executive,4,Married,6502,5k-10k,22825,4,Y,No,14,3,2,80,1,7,5,4,5,4,0,1
RM276,37,36-45,No,Non-Travel,728,Research & Development,1,4,Medical,1,380,1,Female,80,3,3,Research Director,4,Divorced,13603,10k-15k,11677,2,Y,Yes,18,3,1,80,2,15,2,3,5,2,0,2
RM286,37,36-45,No,Travel_Rarely,1372,Research & Development,1,3,Life Sciences,1,391,4,Female,42,3,1,Research Scientist,4,Single,2115,Upto 5k,15881,1,Y,No,12,3,2,80,0,17,3,3,17,12,5,7
RM295,37,36-45,No,Travel_Frequently,889,Research & Development,9,3,Medical,1,403,2,Male,53,3,1,Research Scientist,4,Married,2326,Upto 5k,11411,1,Y,Yes,12,3,3,80,3,4,3,2,4,2,1,2
RM341,37,36-45,No,Travel_Rarely,1192,Research & Development,5,2,Medical,1,460,4,Male,61,3,2,Manufacturing Director,4,Divorced,6347,5k-10k,23177,7,Y,No,16,3,3,80,2,8,2,2,6,2,0,4
RM354,37,36-45,No,Travel_Rarely,1319,Research & Development,6,3,Medical,1,474,3,Male,51,4,2,Research Scientist,1,Divorced,5974,5k-10k,17001,4,Y,Yes,13,3,1,80,2,13,2,3,7,7,6,7
RM365,37,36-45,No,Travel_Rarely,921,Research & Development,10,3,Medical,1,486,3,Female,98,3,1,Laboratory Technician,1,Married,3452,Upto 5k,17663,6,Y,No,20,4,2,80,1,17,3,3,5,4,0,3
RM387,37,36-45,No,Travel_Rarely,1107,Research & Development,14,3,Life Sciences,1,515,4,Female,95,3,1,Laboratory Technician,1,Divorced,3034,Upto 5k,26914,1,Y,No,12,3,3,80,1,18,2,2,18,7,12,17
RM390,37,36-45,No,Travel_Rarely,1305,Research & Development,10,4,Life Sciences,1,518,3,Male,49,3,2,Manufacturing Director,2,Single,4197,Upto 5k,21123,2,Y,Yes,12,3,4,80,0,18,2,2,1,0,0,1
RM399,37,36-45,No,Non-Travel,1063,Research & Development,25,5,Medical,1,529,2,Female,72,3,2,Research Scientist,3,Married,4449,Upto 5k,23866,3,Y,Yes,15,3,1,80,2,15,2,3,13,11,10,7
RM465,37,36-45,No,Travel_Rarely,799,Research & Development,1,3,Technical Degree,1,623,2,Female,59,3,3,Manufacturing Director,4,Single,7491,5k-10k,23848,4,Y,No,17,3,4,80,0,12,3,4,6,5,1,2
RM468,37,36-45,No,Non-Travel,142,Sales,9,4,Medical,1,626,1,Male,69,3,3,Sales Executive,2,Divorced,8834,5k-10k,24666,1,Y,No,13,3,4,80,1,9,6,3,9,5,7,7
RM473,37,36-45,No,Travel_Rarely,446,Research & Development,1,4,Life Sciences,1,635,2,Female,65,3,2,Manufacturing Director,2,Married,6447,5k-10k,15701,6,Y,No,12,3,2,80,1,8,2,2,6,5,4,3
RM487,37,36-45,No,Travel_Rarely,558,Sales,2,3,Marketing,1,656,4,Male,75,3,2,Sales Executive,3,Married,9602,5k-10k,3010,4,Y,Yes,11,3,3,80,1,17,3,2,3,0,1,0
RM507,37,36-45,No,Travel_Rarely,482,Research & Development,3,3,Other,1,689,3,Male,36,3,3,Manufacturing Director,3,Married,9434,5k-10k,9606,1,Y,No,15,3,3,80,1,10,2,3,10,7,7,8
RM523,37,36-45,No,Travel_Rarely,1225,Research & Development,10,2,Life Sciences,1,715,4,Male,80,4,1,Research Scientist,4,Single,4680,Upto 5k,15232,3,Y,No,17,3,1,80,0,4,2,3,1,0,0,0
RM578,37,36-45,No,Travel_Rarely,571,Research & Development,10,1,Life Sciences,1,802,4,Female,82,3,1,Research Scientist,1,Divorced,2782,Upto 5k,19905,0,Y,Yes,13,3,2,80,2,6,3,2,5,3,4,3
RM629,37,36-45,No,Travel_Rarely,342,Sales,16,4,Marketing,1,868,4,Male,66,2,2,Sales Executive,3,Divorced,6334,5k-10k,24558,4,Y,No,19,3,4,80,2,9,2,3,1,0,0,0
RM649,37,36-45,No,Travel_Frequently,1231,Sales,21,2,Medical,1,900,3,Female,54,3,1,Sales Representative,4,Married,2973,Upto 5k,21222,5,Y,No,15,3,2,80,1,10,3,3,5,4,0,0
RM653,37,36-45,No,Non-Travel,1252,Sales,19,2,Medical,1,904,1,Male,32,3,3,Sales Executive,2,Single,7642,5k-10k,4814,1,Y,Yes,13,3,4,80,0,10,2,3,10,0,0,9
RM696,37,36-45,Yes,Travel_Rarely,625,Sales,1,4,Life Sciences,1,970,1,Male,46,2,3,Sales Executive,3,Married,10609,10k-15k,14922,5,Y,No,11,3,3,80,0,17,2,1,14,1,11,7
RM745,37,36-45,Yes,Travel_Rarely,1141,Research & Development,11,2,Medical,1,1033,1,Female,61,1,2,Healthcare Representative,2,Married,4777,Upto 5k,14382,5,Y,No,15,3,1,80,0,15,2,1,1,0,0,0
RM768,37,36-45,No,Travel_Rarely,124,Research & Development,3,3,Other,1,1062,4,Female,35,3,2,Healthcare Representative,2,Single,4107,Upto 5k,13848,3,Y,No,15,3,1,80,0,8,3,2,4,3,0,1
RM796,37,36-45,No,Travel_Rarely,309,Sales,10,4,Life Sciences,1,1105,4,Female,88,2,2,Sales Executive,4,Divorced,6694,5k-10k,24223,2,Y,Yes,14,3,3,80,3,8,5,3,1,0,0,0
RM833,37,36-45,No,Travel_Rarely,367,Research & Development,25,2,Medical,1,1161,3,Female,52,2,2,Healthcare Representative,4,Divorced,5731,5k-10k,17171,7,Y,No,13,3,3,80,2,9,2,3,6,2,1,3
RM856,37,36-45,No,Travel_Rarely,977,Research & Development,1,3,Life Sciences,1,1196,4,Female,56,2,2,Manufacturing Director,4,Married,6474,5k-10k,9961,1,Y,No,13,3,2,80,1,14,2,2,14,8,3,11
RM990,37,36-45,No,Travel_Rarely,1439,Research & Development,4,1,Life Sciences,1,1394,3,Male,54,3,1,Research Scientist,3,Married,2996,Upto 5k,5182,7,Y,Yes,15,3,4,80,0,8,2,3,6,4,1,3
RM1002,37,36-45,No,Travel_Rarely,1462,Research & Development,11,3,Medical,1,1411,1,Female,94,3,1,Laboratory Technician,3,Single,3629,Upto 5k,19106,4,Y,No,18,3,1,80,0,8,6,3,3,2,0,2
RM1023,37,36-45,No,Non-Travel,1413,Research & Development,5,2,Technical Degree,1,1440,3,Male,84,4,1,Laboratory Technician,3,Single,3500,Upto 5k,25470,0,Y,No,14,3,1,80,0,7,2,1,6,5,1,3
RM1090,37,36-45,No,Travel_Rarely,674,Research & Development,13,3,Medical,1,1543,1,Male,47,3,2,Research Scientist,4,Married,4285,Upto 5k,3031,1,Y,No,17,3,1,80,0,10,2,3,10,8,3,7
RM1159,37,36-45,No,Travel_Rarely,671,Research & Development,19,3,Life Sciences,1,1631,3,Male,85,3,2,Manufacturing Director,3,Married,5768,5k-10k,26493,3,Y,No,17,3,1,80,3,9,2,2,4,3,0,2
RM1164,37,36-45,No,Travel_Rarely,1470,Research & Development,10,3,Medical,1,1640,2,Female,71,3,1,Research Scientist,2,Married,3936,Upto 5k,9953,1,Y,No,11,3,1,80,1,8,2,1,8,4,7,7
RM1212,37,36-45,No,Travel_Frequently,1278,Sales,1,4,Medical,1,1700,3,Male,31,1,2,Sales Executive,4,Divorced,9525,5k-10k,7677,1,Y,No,14,3,3,80,2,6,2,2,6,3,1,3
RM1277,37,36-45,No,Travel_Rarely,589,Sales,9,2,Marketing,1,1787,2,Male,46,2,2,Sales Executive,2,Married,4189,Upto 5k,8800,1,Y,No,14,3,1,80,2,5,2,3,5,2,0,3
RM1281,37,36-45,No,Travel_Rarely,1239,Human Resources,8,2,Other,1,1794,3,Male,89,3,2,Human Resources,2,Divorced,4071,Upto 5k,12832,2,Y,No,13,3,3,80,0,19,4,2,10,0,4,7
RM1292,37,36-45,Yes,Travel_Rarely,370,Research & Development,10,4,Medical,1,1809,4,Male,58,3,2,Manufacturing Director,1,Single,4213,Upto 5k,4992,1,Y,No,15,3,2,80,0,10,4,1,10,3,0,8
RM1345,37,36-45,No,Travel_Rarely,783,Research & Development,7,4,Medical,1,1885,4,Male,78,3,2,Research Scientist,1,Married,4284,Upto 5k,13588,5,Y,Yes,22,4,3,80,1,16,2,3,5,3,0,4
RM1433,37,36-45,No,Travel_Rarely,161,Research & Development,10,3,Life Sciences,1,2017,3,Female,42,4,3,Research Director,4,Married,13744,10k-15k,15471,1,Y,Yes,25,4,1,80,1,16,2,3,16,11,6,8
RM009,38,36-45,No,Travel_Frequently,216,Research & Development,23,3,Life Sciences,1,12,4,Male,44,2,3,Manufacturing Director,3,Single,9526,5k-10k,8787,0,Y,No,21,4,2,80,0,10,2,3,9,7,1,
RM020,38,36-45,No,Travel_Rarely,371,Research & Development,2,3,Life Sciences,1,24,4,Male,45,3,1,Research Scientist,4,Single,3944,Upto 5k,4306,5,Y,Yes,11,3,3,80,0,6,3,3,3,2,1,2
RM062,38,36-45,No,Travel_Frequently,653,Research & Development,29,5,Life Sciences,1,79,4,Female,50,3,2,Laboratory Technician,4,Single,2406,Upto 5k,5456,1,Y,No,11,3,4,80,0,10,2,3,10,3,9,9
RM084,38,36-45,No,Non-Travel,573,Research & Development,6,3,Medical,1,107,2,Female,79,1,2,Research Scientist,4,Divorced,5329,5k-10k,15717,7,Y,Yes,12,3,4,80,3,17,3,3,13,11,1,9
RM143,38,36-45,No,Travel_Rarely,364,Research & Development,3,5,Technical Degree,1,193,4,Female,32,3,2,Research Scientist,3,Single,4317,Upto 5k,2302,3,Y,Yes,20,4,2,80,0,19,2,3,3,2,2,
RM169,38,36-45,No,Travel_Rarely,702,Sales,1,4,Life Sciences,1,230,1,Female,59,2,2,Sales Executive,4,Single,8686,5k-10k,12930,4,Y,No,22,4,3,80,0,12,2,4,8,3,0,7
RM180,38,36-45,No,Travel_Rarely,1380,Research & Development,9,2,Life Sciences,1,245,3,Female,75,3,1,Laboratory Technician,4,Single,2288,Upto 5k,6319,1,Y,No,12,3,3,80,0,2,3,3,2,2,2,1
RM199,38,36-45,No,Travel_Rarely,1261,Research & Development,2,4,Life Sciences,1,271,4,Male,88,3,2,Manufacturing Director,3,Married,6553,5k-10k,7259,9,Y,No,14,3,2,80,0,14,3,3,1,0,0,0
RM200,38,36-45,No,Travel_Rarely,1084,Research & Development,29,3,Technical Degree,1,273,4,Male,54,3,2,Manufacturing Director,4,Married,6261,5k-10k,4185,3,Y,No,18,3,1,80,1,9,3,1,7,7,1,7
RM205,38,36-45,Yes,Travel_Rarely,1180,Research & Development,29,1,Medical,1,282,2,Male,70,3,2,Healthcare Representative,1,Married,6673,5k-10k,11354,7,Y,Yes,19,3,2,80,0,17,2,3,1,0,0,0
RM224,38,36-45,No,Travel_Rarely,119,Sales,3,3,Life Sciences,1,307,1,Male,76,3,3,Sales Executive,3,Divorced,10609,10k-15k,9647,0,Y,No,12,3,3,80,2,17,6,2,16,10,5,13
RM262,38,36-45,No,Non-Travel,1327,Sales,2,2,Life Sciences,1,361,4,Male,39,2,2,Sales Executive,4,Married,5249,5k-10k,19682,3,Y,No,18,3,4,80,1,13,0,3,8,7,7,5
RM278,38,36-45,No,Travel_Rarely,322,Sales,7,2,Medical,1,382,1,Female,44,4,2,Sales Executive,1,Divorced,5605,5k-10k,19191,1,Y,Yes,24,4,3,80,1,8,3,3,8,0,7,7
RM288,38,36-45,No,Travel_Rarely,688,Research & Development,23,4,Life Sciences,1,393,4,Male,82,3,2,Healthcare Representative,4,Divorced,5745,5k-10k,18899,9,Y,No,14,3,2,80,1,10,2,3,2,2,1,2
RM308,38,36-45,No,Travel_Rarely,849,Research & Development,25,2,Life Sciences,1,421,1,Female,81,2,3,Research Director,2,Married,12061,10k-15k,26707,3,Y,No,17,3,3,80,1,19,2,3,10,8,0,1
RM342,38,36-45,No,Travel_Rarely,343,Research & Development,15,2,Life Sciences,1,461,3,Male,92,2,3,Research Director,4,Divorced,11510,10k-15k,15682,0,Y,Yes,14,3,2,80,1,12,3,3,11,10,2,9
RM417,38,36-45,No,Travel_Frequently,1490,Research & Development,2,2,Life Sciences,1,556,4,Male,42,3,1,Laboratory Technician,4,Married,1702,Upto 5k,12106,1,Y,Yes,23,4,3,80,1,1,3,3,1,0,0,0
RM472,38,36-45,No,Travel_Rarely,1495,Research & Development,10,3,Medical,1,634,3,Female,76,3,2,Healthcare Representative,3,Married,9824,5k-10k,22174,3,Y,No,19,3,3,80,1,18,4,3,1,0,0,0
RM491,38,36-45,No,Travel_Rarely,362,Research & Development,1,1,Life Sciences,1,662,3,Female,43,3,1,Research Scientist,1,Single,2619,Upto 5k,14561,3,Y,No,17,3,4,80,0,8,3,2,0,0,0,0
RM519,38,36-45,No,Travel_Rarely,243,Sales,7,4,Marketing,1,709,4,Female,46,2,2,Sales Executive,4,Single,4028,Upto 5k,7791,0,Y,No,20,4,1,80,0,8,2,3,7,7,0,5
RM530,38,36-45,No,Travel_Rarely,827,Research & Development,1,4,Life Sciences,1,724,2,Female,33,4,2,Healthcare Representative,4,Single,7625,5k-10k,19383,0,Y,No,13,3,3,80,0,10,4,2,9,7,1,8
RM543,38,36-45,No,Travel_Rarely,168,Research & Development,1,3,Life Sciences,1,743,3,Female,81,3,3,Manufacturing Director,3,Single,7861,5k-10k,15397,4,Y,Yes,14,3,4,80,0,10,4,4,1,0,0,0
RM560,38,36-45,No,Travel_Rarely,268,Research & Development,2,5,Medical,1,773,4,Male,92,3,1,Research Scientist,3,Married,3057,Upto 5k,20471,6,Y,Yes,13,3,2,80,1,6,0,1,1,0,0,1
RM579,38,36-45,No,Travel_Frequently,240,Research & Development,2,4,Life Sciences,1,803,1,Female,75,4,2,Manufacturing Director,1,Single,5980,5k-10k,26085,6,Y,Yes,12,3,4,80,0,17,2,3,15,7,4,12
RM606,38,36-45,No,Travel_Frequently,471,Research & Development,12,3,Life Sciences,1,837,1,Male,45,2,2,Healthcare Representative,1,Divorced,6288,5k-10k,4284,2,Y,No,15,3,3,80,1,13,3,2,4,3,1,2
RM643,38,36-45,No,Travel_Rarely,395,Sales,9,3,Marketing,1,893,2,Male,98,2,1,Sales Representative,2,Married,2899,Upto 5k,12102,0,Y,No,19,3,4,80,1,3,3,3,2,2,1,2
RM682,38,36-45,No,Travel_Rarely,1333,Research & Development,1,3,Technical Degree,1,950,4,Female,80,3,3,Research Director,1,Married,13582,10k-15k,16292,1,Y,No,13,3,2,80,1,15,3,3,15,12,5,11
RM704,38,36-45,No,Non-Travel,152,Sales,10,3,Technical Degree,1,983,3,Female,85,3,2,Sales Executive,4,Single,5666,5k-10k,19899,1,Y,Yes,13,3,2,80,0,6,1,3,5,3,1,3
RM723,38,36-45,No,Travel_Frequently,1391,Research & Development,10,1,Medical,1,1006,3,Male,66,3,1,Research Scientist,3,Married,2684,Upto 5k,12127,0,Y,No,17,3,2,80,1,3,0,2,2,1,0,2
RM748,38,36-45,No,Travel_Rarely,1035,Sales,3,4,Life Sciences,1,1036,2,Male,42,3,2,Sales Executive,4,Single,6861,5k-10k,4981,8,Y,Yes,12,3,3,80,0,19,1,3,1,0,0,0
RM766,38,36-45,No,Travel_Frequently,1186,Research & Development,3,4,Other,1,1060,3,Male,44,3,1,Research Scientist,3,Married,2821,Upto 5k,2997,3,Y,No,16,3,1,80,1,8,2,3,2,2,2,2
RM785,38,36-45,No,Travel_Rarely,330,Research & Development,17,1,Life Sciences,1,1088,3,Female,65,2,3,Healthcare Representative,3,Married,8823,5k-10k,24608,0,Y,No,18,3,1,80,1,20,4,2,19,9,1,9
RM808,38,36-45,No,Travel_Rarely,770,Sales,10,4,Marketing,1,1119,3,Male,73,2,3,Sales Executive,3,Divorced,8740,5k-10k,5569,0,Y,Yes,14,3,2,80,2,9,2,3,8,7,2,7
RM812,38,36-45,No,Travel_Rarely,130,Sales,2,2,Marketing,1,1125,4,Male,32,3,3,Sales Executive,2,Single,7351,5k-10k,20619,7,Y,No,16,3,3,80,0,10,2,3,1,0,0,0
RM827,38,36-45,No,Travel_Rarely,433,Human Resources,1,3,Human Resources,1,1152,3,Male,37,4,1,Human Resources,3,Married,2844,Upto 5k,6004,1,Y,No,13,3,4,80,1,7,2,4,7,6,5,0
RM964,38,36-45,No,Travel_Rarely,1009,Sales,2,2,Life Sciences,1,1355,2,Female,31,3,2,Sales Executive,1,Divorced,6893,5k-10k,19461,3,Y,No,15,3,4,80,1,11,3,3,7,7,1,7
RM983,38,36-45,No,Travel_Frequently,693,Research & Development,7,3,Life Sciences,1,1382,4,Male,57,4,1,Research Scientist,3,Divorced,2610,Upto 5k,15748,1,Y,No,11,3,4,80,3,4,2,3,4,2,0,3
RM1108,38,36-45,No,Travel_Frequently,888,Human Resources,10,4,Human Resources,1,1563,3,Male,71,3,2,Human Resources,3,Married,6077,5k-10k,14814,3,Y,No,11,3,3,80,0,10,2,3,6,3,1,2
RM1113,38,36-45,Yes,Travel_Rarely,903,Research & Development,2,3,Medical,1,1573,3,Male,81,3,2,Manufacturing Director,2,Married,4855,Upto 5k,7653,4,Y,No,11,3,1,80,2,7,2,3,5,2,1,4
RM1120,38,36-45,No,Travel_Rarely,1245,Sales,14,3,Life Sciences,1,1582,3,Male,80,3,2,Sales Executive,2,Married,9924,5k-10k,12355,0,Y,No,11,3,4,80,1,10,3,3,9,8,7,7
RM1121,38,36-45,No,Travel_Rarely,437,Sales,16,3,Life Sciences,1,1583,2,Female,90,3,2,Sales Executive,2,Single,4198,Upto 5k,16379,2,Y,No,12,3,2,80,0,8,5,4,3,2,1,2
RM1162,38,36-45,No,Travel_Rarely,397,Research & Development,2,2,Medical,1,1638,4,Female,54,2,3,Manufacturing Director,3,Married,7756,5k-10k,14199,3,Y,Yes,19,3,4,80,1,10,6,4,5,4,0,2
RM1188,38,36-45,No,Travel_Frequently,1189,Research & Development,1,3,Life Sciences,1,1668,4,Male,90,3,2,Research Scientist,4,Married,4735,Upto 5k,9867,7,Y,No,15,3,4,80,2,19,4,4,13,11,2,9
RM1194,38,36-45,No,Travel_Frequently,148,Research & Development,2,3,Medical,1,1675,4,Female,42,2,1,Laboratory Technician,2,Single,2440,Upto 5k,23826,1,Y,No,22,4,2,80,0,4,3,3,4,3,3,3
RM1203,38,36-45,No,Travel_Rarely,1495,Research & Development,4,2,Medical,1,1687,4,Female,87,3,1,Laboratory Technician,3,Married,3306,Upto 5k,26176,7,Y,No,19,3,4,80,1,7,5,2,0,0,0,0
RM1257,38,36-45,No,Travel_Frequently,594,Research & Development,2,2,Medical,1,1760,3,Female,75,2,1,Laboratory Technician,2,Married,2468,Upto 5k,15963,4,Y,No,14,3,2,80,1,9,4,2,6,1,0,5
RM1262,38,36-45,No,Travel_Rarely,833,Research & Development,18,3,Medical,1,1766,2,Male,60,1,2,Healthcare Representative,4,Married,5811,5k-10k,24539,3,Y,Yes,16,3,3,80,1,15,2,3,1,0,1,0
RM1273,38,36-45,No,Travel_Rarely,1153,Research & Development,6,2,Other,1,1782,4,Female,40,2,1,Laboratory Technician,3,Married,3702,Upto 5k,16376,1,Y,No,11,3,2,80,1,5,3,3,5,4,0,4
RM1290,38,36-45,No,Non-Travel,1336,Human Resources,2,3,Human Resources,1,1805,1,Male,100,3,1,Human Resources,2,Divorced,2592,Upto 5k,7129,5,Y,No,13,3,4,80,3,13,3,3,11,10,3,8
RM1309,38,36-45,No,Travel_Rarely,723,Sales,2,4,Marketing,1,1835,2,Female,77,1,2,Sales Representative,4,Married,5405,5k-10k,4244,2,Y,Yes,20,4,1,80,2,20,4,2,4,2,0,3
RM1374,38,36-45,No,Travel_Frequently,1394,Research & Development,8,3,Medical,1,1937,4,Female,58,2,2,Research Scientist,2,Divorced,2133,Upto 5k,18115,1,Y,Yes,16,3,3,80,1,20,3,3,20,11,0,7
RM1377,38,36-45,No,Travel_Rarely,1206,Research & Development,9,2,Life Sciences,1,1940,2,Male,71,3,1,Research Scientist,4,Divorced,4771,Upto 5k,14293,2,Y,No,19,3,4,80,2,10,0,4,5,2,0,3
RM1392,38,36-45,No,Travel_Rarely,1404,Sales,1,3,Life Sciences,1,1961,1,Male,59,2,1,Sales Representative,1,Single,2858,Upto 5k,11473,4,Y,No,14,3,1,80,0,20,3,2,1,0,0,0
RM1401,38,36-45,No,Travel_Frequently,1444,Human Resources,1,4,Other,1,1972,4,Male,88,3,1,Human Resources,2,Married,2991,Upto 5k,5224,0,Y,Yes,11,3,2,80,1,7,2,3,6,2,1,2
RM1417,38,36-45,No,Travel_Rarely,1321,Sales,1,4,Life Sciences,1,1995,4,Male,86,3,2,Sales Executive,2,Married,4440,Upto 5k,7636,0,Y,No,15,3,1,80,2,16,3,3,15,13,5,8
RM1419,38,36-45,No,Travel_Frequently,508,Research & Development,6,4,Life Sciences,1,1997,1,Male,72,2,2,Manufacturing Director,3,Married,5321,5k-10k,14284,2,Y,No,11,3,4,80,1,10,1,3,8,3,7,7
RM1431,38,36-45,No,Travel_Rarely,201,Research & Development,10,3,Medical,1,2015,2,Female,99,1,3,Research Director,3,Married,13206,10k-15k,3376,3,Y,No,12,3,1,80,1,20,3,3,18,16,1,11
RM1452,38,36-45,No,TravelRarely,345,Sales,10,2,Life Sciences,1,2041,1,Female,100,3,2,Sales Executive,4,Married,5343,5k-10k,5982,1,Y,No,11,3,3,80,1,10,1,3,10,7,1,9
RM034,39,36-45,Yes,Travel_Rarely,895,Sales,5,3,Technical Degree,1,42,4,Male,56,3,2,Sales Representative,4,Married,2086,Upto 5k,3335,3,Y,No,14,3,3,80,1,19,6,4,1,0,0,0
RM138,39,36-45,No,Travel_Rarely,1329,Sales,4,4,Life Sciences,1,182,4,Female,47,2,2,Sales Executive,3,Married,5902,5k-10k,14590,4,Y,No,14,3,3,80,1,17,1,4,15,11,5,9
