index,label,review
1583,neg,"In the words of Charles Dance's character in this film, ""Bollocks!"" No plot, no character development, and utterly unbelievable.<br /><br />Full of stuff that just doesn't happen in the real world (since when were British police inspectors armed with handguns in shoulder holsters?). Full of mistakes (Bulgarian trains in London?). Full of dull and artificial dialogue. And the directing/editing is awful - wobbly hand-held camera shots that add nothing to the film except a vague feeling of seasickness; confusing jump-cuts; no structure.<br /><br />Wesley Snipes' character is totally unsympathetic - why should we care what happens to him? Direct to video? Direct to the dustbin!"
1584,pos,"The Japanese ""Run Lola Run,"" his is one offbeat movie which will put a smile on just about anyone's face. Fans of Run Lola Run, Tampopo, Go!, and Slacker will probably like this one. It does tend to follow a formula that is increasingly popular these days of separate, seemingly unrelated vignettes, all contributing the the overall story in unexpected ways. catch it if you see it, otherwise wait for the rental."
1585,neg,"I couldn't bear to sit through he entire movie. Do families like this really exist somewhere? There have been many comments describing this family as akin to LLBean models and such, and I think that that is a great description of how they behaved.<br /><br />More absurdly unbelievable writing/acting occurs as we meet a character referred to in High School as ""pigface"" who, of course, has grown into a drop-dead gorgeous 20-year Harvard-educated plastic surgeon (but only to do good in the world-not for the money,) and she beds Steve Carrel on the first date. That's when I quit watching...<br /><br />If you can completely suspend your disbelief for two hours, then perhaps you'll enjoy this sentimental, self-indulgent waste of time."
1586,pos,"Great documentary about the lives of NY firefighters during the worst terrorist attack of all time.. That reason alone is why this should be a must see collectors item.. What shocked me was not only the attacks, but the""High Fat Diet"" and physical appearance of some of these firefighters. I think a lot of Doctors would agree with me that,in the physical shape they were in, some of these firefighters would NOT of made it to the 79th floor carrying over 60 lbs of gear. Having said that i now have a greater respect for firefighters and i realize becoming a firefighter is a life altering job. The French have a history of making great documentary's and that is what this is, a Great Documentary....."
1587,pos,"A fierce, shockingly intelligent piece of work from the gifted British writer Hanif Kureishi who wrote ""My Beautiful Laundrette"", (this is the best thing he's done since then). It's about intelligent people whose lives don't add up to much. They've squandered what they have been given and are largely empty vessels. The only character on screen who is alive is the mother of the title yet she feels dead inside until a rough handyman shows her some affection and awakens her to the joys of sex. He has his own motives but Kureishi treats him with a good deal of compassion. This is a film in which people and places feel familiar, where characters exist beyond the confines of the screen. In some respects it's a bit like ""Sunday, Bloody Sunday"" but it's an altogether tougher piece of work. The director, Roger Michell, allows scenes to build instinctively. And it is beautifully acted.<br /><br />As the eponymous mother Anne Reid betrays her wasted life in every gesture. There is not a false note in her extraordinarily lived-in performance, and that very fine actor Daniel Craig displays shadings to his character than even Kureishi hasn't tapped into. If the film strikes a false note it is, perhaps, in the character of the talentless daughter, caught up in a messy affair with the man her mother seduces (or should that be the other way round) and even messier life, but she is so well played by Cathryn Bradshaw she hooks you in nevertheless. The film is also extremely beautiful to look at (DoP Alwin Kuchler) and must rank, unhesitatingly, as the best British film of the year."
1588,pos,
1589,pos,This movie really rocks! Jeff Wincott is terrific in the film! His fighting incredible! He is such a fast martial artist! Brigitte Nielsen & Matthias Hues was very good! Mission of Justice is an action packed movie that is never boring! If you like fighting movies with incredible non stop action then check out Mission of Justice today!
1590,pos,"Wow what an episode! After last week seeing Mellisa constantly making cameos about the friendship of Annie and Brandi I almost puked. But that was nothing until seeing Mellisa's tirade after being fired. Seeing her hobble around on her cast spewing out obscenities and screaming for someone to get her purse was absolutely the most hilarious thing ever on reality TV. She continued to scream at people off set to get her clothes ""all of them"" like someone else would wear one of her hideous outfits. Mellisa you are like 40 years old and you still throw temper tantrums? Then Joan starts calling Annie and Brandie every name in the book, and gets up and quits the show! Both Rivers are spoiled brats who were only left on the show this long to keep ratings up. Mellisa crying and refusing to do an exit interview, just proves to America what everyone thought, you are a spoiled baby. WAH WAH I can't get my way! I love how Annie told the cameras she could manipulate Mellisa to think her way, and then did exactly that. Mellisa is by far the smartest contestant and clearly deserves to win the whole game."
1591,pos,"While a 9 might seem like an unusually high score for such a slight film, however, compared to the hundreds and hundreds of series detective films from the 1930s and 40s, this is among the very best and also compares very favorably to Powell's later ""Thin Man"" films. Now this does NOT mean that the film is that similar to the Thin Man movies, as THE KENNEL MURDER CASE is not a comedy but more a traditional mystery-detective film. Now you'd think that not having Nora Charles or Asta or a traditional comic sidekick (something found in practically all series detective films) along for fun would be a detriment, but I didn't miss them at all because this was such an exceptionally well-written film--having a genuinely interesting case as well as uniformly excellent performances by all.<br /><br />The film begins at the dog show and is called The KENNEL Murder Case, though this Philo Vance film actually spends little of the time at the dog show and dogs are not a super-important part of the film. Instead, a thoroughly hated man is killed and left in a completely sealed room--an idea repeated in quite a few other detective films (such as CRIME DOCTOR'S STRANGEST CASE). However, how all this is explained seems pretty credible and fit together very well--keeping my interest throughout. I sure wish other detective films of the day had as intelligently written plots and exceptional acting as this one. This one is definitely a keeper."
1592,neg,"Well, I suppose the good news concerning William Winckler's 2001 opus, ""The Double-D Avenger,"" is that it manages to unite three of Russ Meyer's mammarian marvels--Kitten Natividad, Haji and Raven de la Croix--in one picture. (I can only assume that Lorna Maitland, Tura Satana and Babette Bardot were busy the week they shot this thing...or else managed to see a copy of the script in advance!) The bad news, though (and there's plenty of it), is that this film--if it can even be called that, having been shot straight to video--is a complete misfire, a total abortion, an out-and-out atrocity, an absolute abomination, and truly one of the worst pictures that I have ever seen. Look no further for the lamest superhero movie ever made! The plot here, such as it is, deals with Kitten gaining superpowers after fellating the rare cockazilla plant in South America to cure her breast cancer (oy), and later battling a trio of megalunged bikini dancers back in L.A. Too bad that every lame boob joke trotted out falls completely (you should pardon the expression) flat, that there is ZERO actual nudity in the film at all (other than some old photos of Kitten in her heyday), and that some shaving cream and a papier-mache boulder are the sum total of the special FX. The Meyer gals here are a bit long in the tooth/saggy in the chest, to put it kindly, although Sheri Dawn Thomas, as bikini girl Ooga Boobies (!), does manage to, uh, stand out nicely. So why have I given this juvenile, unfunny, failed embarrassment of a movie 2 stars instead of 1? To be succinct: Joe Bob Briggs. His voice-over commentary in the special features of the DVD I just watched is absolutely hilarious, especially when he pulls out around 100 synonyms for the word ""breast"" from the 1,000+ on his Web site's ""Canonical Hooters List."" The man is a national treasure, and he manages to upgrade this skeet of a disc to coaster status!"
1593,pos,"Taking a break from his escapist run in the early '80s, Steven Spielberg directed Whoopi Goldberg in an adaptation of Alice Walker's ""The Color Purple"", about about the desperate existence of an African-American woman in the 1930s. Watching Goldberg play Celie, it's incredible that this is the same woman who starred in movies like ""Sister Act"". This is the sort of movie that could easily be - no, make that SHOULD BE - part of the curriculum in Black Studies and Women's Studies. There's one scene that may be the most magnificent editing job that's ever been on screen (you'll know it when you see it). I can't believe that this didn't win a single Oscar; it may be Spielberg's second best movie behind ""Schindler's List"" (maybe even tied with it). Also starring Danny Glover, Adolph Caesar, Margaret Avery, Oprah Winfrey, Willard E. Pugh, Akosua Busia, and Laurence Fishburne."
1594,pos,"""Nothin'. There ain't nothing' in Room 237. But you ain't got no business going' in there anyway. So stay out. You understand? Stay out."" <br /><br />Never has there been such a feat of psychological horror as this film achieves. This is the highest rated horror film of all and rightly so. Jack nicholson is a superb actor and this is one of the greatest performances in cinema.<br /><br />Its about a family moving to an isolated and deserted hotel for 5 months over the winter. Then the father (Jack) becomes almost possessed by the horrors in the hotel.<br /><br />Kubricks direction is nothing short then perfect. The tense tracking shots, agonising music, mystical messages and perplexing plot makes this the best horror film ever made.<br /><br />Throughout the film there is constant references to danger, death and horror. Red is used in EVERY scene. Is the red purposely put in by Kubrick? Of course!.<br /><br />This is a definitive Kubrick classic and this is the third of his films I have given 10/10. He is a perfectionist in his direction and you can see it in all his films. He loves to perplex his watchers in everyone of his films.<br /><br />I will be talking about this film for months to come. It has infinite depth.<br /><br />In conclusion, this is the cornerstone of horror and tension. A masterpiece of terror 10/10"
1595,pos,"Some people have stated that as of the 11th season, South Park has started a trend of leaving behind their politically biting satire for shallow spoofs; but this could not be further from the truth.<br /><br />While this episode does spoof the Living Dead series, there is more. It is a satire of how people treat the homeless. Characters say things like ""They're pretending to be just like us"" or ""They want to be human."" This episode attacks a culture of people who ignore the lower class who are often just down on their luck.<br /><br />So yes, it is still a satire, and also a wonderful spoof. What more could you want?"
1596,neg,"Worst mistake of my life.<br /><br />I picked this movie up at Target for $5 because I figured, ""Hey, it's Sandler I can get some cheap laughs"". I was wrong, completely wrong. Mid-way through the film all three of my friends were asleep and I was still suffering. Worst plot, Worst script, Worst movie I have ever seen. I wanted to hit my head up against a wall for an hour, then I'd stop, and you know why? Because it felt damn good. Upon bashing my head in i stuck that damn movie in the microwave and watched it burn....and that felt better than anything else I've ever done. It took American Psycho, Army of Darkness, and Kill Bill just to get over that crap. I HATE YOU SANDLER FOR ACTUALLY GOING THROUGH WITH THIS AND RUINING A WHOLE DAY OF MY LIFE!!!!!!!!!!!!!!!!!"
1597,pos,"I liked this movie very much because it is a true story set in the Amazon, a part of the world that always has intrigued me. I believe a condensed form of the book was published in ""Reader's Digest"" soon after the actual event occurred.<br /><br />Because I am a ""baby boomer,"" the character and the actress are my contemporaries, and for this reason I related to the film. I also believe the movie is valuable for teaching survival skills if the viewer observes the character's following the streams that lead to the river and to the coastal settlements where she can get help, as well as other survival techniques. Most important was her will to survive and to maintain a positive attitude. In conclusion, I hope viewers learn something from it, in addition seeing it for entertainment.<br /><br />I do wish the movie would be released in VHS and DVD soon as I should like to add it to my video collection. It also should be shown more often on the satellite movie channels."
1598,pos,"For all of the Has-Beens or Never Was's or for the curious, this film is for you....Ever played a sport, or wondered what it felt like after the lights went down and the crowd left..this film explores that and more.<br /><br />Robin Williams(Jack Dundee) is a small town assistant banker in Taft CA., whose life has been plagued, by a miscue in a BIG rival high school football game 13 years ago, when he dropped the pass that would have won over Bakersfield, their Arch-Rival, that takes great pleasure in pounding the Taft Rockets, season after season . Kurt Russell(Reno Hightower) was the Quarterback in that famous game, and is the local legend, that now is a van repair specialist, whose life is fading into lethargy, like the town of Taft itself.<br /><br />Williams gets an idea to remake history, by replaying the GAME ! He meets with skeptical resistance, so he goes on a one man terror spree, and literally paints the town , orange, yellow and black , to raise the ire of the residents to recreate THE game . After succeeding, the players from that 1972 team reunite, and try to get in shape to practice, which is hysterical . The game is on , Bakesfield is loaded with all of the high tech gadgets, game strategies, and sophisticated training routines . Taft is drawing plays in the mud, with sticks, stones, and bottle caps, what a riot ! Does Taft overcome the odds, does Robin Willians purge the demons from his bowels, does Kurt Russell rise from lethargy, watch ""The Best of Times"" for one of the BEST viewing experiences ever!<br /><br />One of Robin Williams best UNDERSTATED performances, the chemistry between Robin and Russell is magic . And who is Kid Lester ???<br /><br />Holly Palance and Pamela Reed give memorable performances as the wives of Williams and Russell. Succeeds on Many Levels. A 10 !"
1599,pos,"When I first read Hamlet, I couldn't help but think of the ending of OUTRAGEOUS FORTUNE, where Bette Midler puts down the play because of how indecisive he is, and says, ""Give me Romeo any day."" Five acts of a man trying to decide whether or not to kill his uncle or not? Seemed like overkill to me. But upon further reading, I grew to really appreciate the play. I've seen the Olivier and Gibson movie versions(and part of the Nicol Williamson version), and all of them take their model from Olivier; the melancholy Dane. Olivier at least did it without being self-indulgent about it, but Gibson and, from what I saw, Williamson, looked like they went to the ""Look, Ma, I'm acting! I'm acting!"" school.<br /><br />Now here comes Kenneth Branagh's version, which is breathtaking from start to finish. It finished #2 on my top ten of 1996(behind THE ENGLISH PATIENT, and ahead of LONE STAR, JERRY MAGUIRE, FARGO, SECRETS & LIES, EVERYONE SAYS I LOVE YOU, FLIRTING WITH DISASTER, BIG NIGHT, and LOOKING FOR RICHARD), and it's the best Hamlet, and maybe the best Shakespeare, put to film. Obviously, Branagh's talents as a filmmaker, for making the full-length version, in 70mm print, and not losing our interest for four hours, is great, but what seems to get overlooked in discussions about this film is his performance in the title role. This was my favorite performance of the year by far. Branagh avoids the melodrama which actors seem to get trapped in by playing Hamlet as a normal, regular human being, and makes us understand his actions and feelings each step of the way. And unlike Olivier, who depended mostly on his voice, Branagh uses his entire body to demonstrate the range of emotions that Hamlet goes through, but since he plays him as normal, none of it seems like scenery-chewing.<br /><br />The rest of the cast is top-notch as well. I didn't even mind Jack Lemmon, though I agree he was the weakest member of the cast. The most surprising turn came from Charlton Heston; I've always found him stiff as a board, but he's quite commanding as the Player King. The other big surprise was Billy Crystal; I thought I'd find him all wrong as the 1st Gravedigger, but he was his usual funny self while being in character. All in all, a glorious film!"
1600,neg,"Wow, I just saw this on T.V. as one of the ""scary"" movies they show around Halloween. Was this rated G? There wasn't really anything to make this movie scary, or worth watching. Also, other people say this is a spoof, but I don't think so. For a spoof, you need something called ""humor"". This low-budget crap-fest didn't have a shred of humor, and it didn't make much sense, either. You basically have a goofy looking monster (man in rubber suit) coming out of closets, killing people, I guess, since you never see the monster doing violence to anyone or any bloody aftermath. The spinning newspaper tells you that people were killed by the monster, so I guess that's good enough.<br /><br />The military tries feebly to kill the monster, which isn't much larger than a man. They have very bad aim. Then the military FLEES! Wow, did this movie make the U.S. military look pathetic or what? The monster, while hard to kill, doesn't do much besides shuffle around and roar. Oh, and occasionally a second head pops out of its mouth and shrieks. It was a slightly interesting, yet a total Alien ripoff.<br /><br />What was the deal with the scientist playing the Xylophone to attract the monster? It was hard to understand a lot of the dialog due to the poor sound quality. Also, why did the monster carry around the main wimpy guy for so long? Why didn't the monster go into the closet when it had a chance? Why do I insist on trying to make sense out of the senseless?"
1601,neg,"Quite simply this shouldn't have been made. It's predictable and clichéd. The on screen chemistry which made the first ""My Girl"" so captivating is nowhere to be found here, and the acting as a whole is stilted and forced. The writing also leaves much to be desired, some of the 'memorable' lines such as ""earpeircing a barbaric custom"" are just shocking. Where ""My Girl"" provoked a genuine feelings of sadness and some genuinely funny moments, like so many sequels ""My Girl 2"" tries to recreate these emotions generated by the audience, and fails miserably. Maybe i'm being hard on this film because of how great the first one was, but quite honestly it insults the quality of the original with the sort of drivel this installment serves up. Surely this has to come close to ""Son of the mask"" as being one of the worst sequels of all time. In both cases, the old saying rings true; ""if it ain't broke, don't fix it""."
1602,pos,"What a lovely heart warming television movie. The story tells of a little five year old girl who has lost her daddy and finds it impossible to cope. Her mother is also very distressed ..only a miracle can alleviate their unhappiness.Which all viewers hope will materialise. Samantha Mathis is brilliant as the little girl's mum ,as she was as the nanny in"" Jack and Sarah"",worth watching if you like both Samantha Mathis and happy; year tear jerking movies! Ellen Burstyn is, as, always a delightful grandmother in this tender and magnificently acted movie. Jodelle Ferland (the little five year old) is charming and a most convincing young actress. The film is based on a true story which makes it so touching.""Mermaid"" is a tribute to the milk of human kindness which is clearly illustrated and clearly is still all around us in this difficult world we live in. ""Mermaid"" gives us all hope ,by realising that there a lot of lovely people in the world with lot's of love to give. James Robson Glasgow Scotland U.K."
1603,pos,"The first thing I thought when I saw this films was: It is not really a film, at least it is not what we imagine spontaneously when we hear the word ""film"". it is entirely symbolic, everything in it has a figurative meaning. So if you are not used to express thing in a symbolic way, you will find it strange, if you are not acquainted with philosophy, religion, spiritual life, you will think it's just a fairy-tale... and even a weird one, chaotic. For me ""The legend of Zu"" is perfectly transparent. And I do like it. It tells us in images the story about the fight between light and darkness, the fight that is as old as humanity, and every one who is in search of the sens in this life is confronted with it. The film is obviously made by Buddhists. I am not a Buddhist. My religion and the vision of the world and human is different. But as far as we are all humans and have the same human nature we necessarily have common experiences and can understand each other. It is a really beautiful film! And I which we had more films like this - films that have a meaning. There are too many empty stories which are good only to make time pass more quickly."
1604,pos,"Hidden Frontiers-is more than fan fiction- it is well thought out and organized series keeping the worlds of Star Trek alive and growing. From a fun little fan project to now a well known net series; Hidden Frontiers has a bit of something for every star trek fan in it. Set in the Late Star Trek: Next Generation/DS9 and Voyager time lines Hidden Frontier takes on topics and issues raised in other Star Trek series with set stories using a well developed characters, plots, and story arcs. Star Trek Hidden Frontier has taken on social context stories that Gene Roddenberry failed to bring to the screen and has shown the development of characters in long term space assignments - the real things that happen in close quarters as well as an exciting spatial wars and conflicts Sci-Fi addicts know and love. Done in a ""Green Screen"" studio; Hidden Frontiers brings a rollicking cast of regulars on to the screen and into your hearts. The large ensemble cast of actors plays well together and lovingly gives their time and energy to the project. Inventive use of green screen technology, props, makes up and costumes work to make the Hidden Frontier worlds of Star Trek fun and believable. Hidden Frontier has gone where few tread to go in the world of science fiction, and thrived once they got there. Hidden Frontier offers a wonderful bonus feature of a well thought out website, with interesting discussion forums, access to creative, production and acting staff and a fun weekly chat. I highly recommend taking the time to down load and watch."
1605,pos,"I was totally impressed by Shelley Adrienne's ""Waitress"" (2007). This movie only confirms what was clear from that movie. Adrienne was a marvelously talented writer-director, an original and unique artist. She managed to show the miseries of everyday life with absurd humor and a real warm optimistic and humanistic tendency. Ally Sheedy steals this movie with a terrific performance as a woman who has fallen over the edge. Male lead Reg Rodgers, looking like Judd Nelson, is fine. There is also a great cameo by Ben Vereen. The song at the end of the movie ""The Bastard Song"" written by Adrienne can stand as her optimistic eulogy: <br /><br />""It's a world of suffering,<br /><br />In a sea of pain,<br /><br />No matter how much sun you bring,<br /><br />You're pummeled by the rain...<br /><br />Don't let the heartless get you down,<br /><br />Don't greet the heartless at your door,<br /><br />Don't live among the heartless"""
1606,pos,"If you haven't already seen this movie of Mary-Kate and Ashley's, then all I can say is: ""What Are You Waiting For!?"". This is yet another terrific and wonderful movie by the fraternal twins that we all know and love so much! It's fun, romantic, exciting and absolutely breath-taking (scenery-wise)! Of course; as always, Mary-Kate and Ashley are the main scenery here anyway! Would any true fan want it any other way? Of course not! Anyway; it's a great movie in every sense of the word, so if you haven't already seen it then you just have to now! I mean right now too! So what are you waiting for? I promise that you won't be disappointed! Sincerely, Rick Morris"
1607,pos,"First of all I saw this movie without knowing anything about it I just knew that Joel Schumacher did it and that was enough for me. A friend and I went to see it at a Danish film festival called the night-film festival which is a lot of different movies shown after hours the festival pretty much specializes in showing movies that wouldn't otherwise be shown in Danish theaters.<br /><br />Anyway My friend and I went to see it and we were astonished at how real it seemed and that it really struck a cord with our feelings, we really got caught up in the plot without being able to figure out the ending which is a great plus in our book.<br /><br />The film is recorded in a style that reminds me of the Danish initiative ""dogma 95"" which was started by 4 Danish directors including Lars Von Trier (Dancer In the Dark).<br /><br />In conclusion the movie is really worth seeing it gives a different perspective on how things were for the American G.I. Joe coming out of school being expected to serve their country in battle a long way from home.<br /><br />Also Colin Farrell is exceptional in this movie I haven't seen him before but I can't wait to see more of him.<br /><br />Lars P. Helvard"
1608,neg,"Boris Karloff is Matthias Morteval, a dying, lonely old nut who lives in Morhenge Mansion with some servants and tells his doctor friend, ""Don't try to doctor me, doctor! I'm disgustingly healthy!"" He invites his nieces and nephews to his home and warns them they may have inherited a genetic disease that causes madness by ""shrinking the brain"" (?)<br /><br />***SPOILERS***<br /><br />Morteval/Karloff ends up dying, and murderous ""toys"" (designed by his dead brother) start killing off the relatives. A mini cannon fires real bullets into a guys face, a life-sized knight in armor attacks with an axe and a dancing Sheik stabs people with a knife. One guy getting strangled makes some hilarious faces. At the end, Julissa and her boyfriend find Karloff is still alive and hiding out in the dungeon where steel gates seal off the room. He plays the recurring organ theme music (sort of a death rattle used for the killings), the brother's spirit starts talking (""The whole house will go with me!"") and the mansion goes up in flames.<br /><br />This senseless mess is too dark, boring and the stupid dialogue never matches the lips."
1609,neg,"This is by far the worst movie I've ever seen. From the plot, though the shots, the ""special effects"", the acting, and did I mentioned the plot? Every single thing in it sucked ass!<br /><br />This is a good example of what ""over-doing"" means and I'll try to explain:<br /><br />I understand what the creator of this movie was trying to do; this was supposed to be one of those movies you can't really tell what the hell is going on up until the end. You sit mesmerized, not knowing who's dead and who's alive and who killed who and why and just when you think you got the timeline right you find out you're wrong and the movie ends - leaving you with an opened mouth for the next 5 minutes! Something like ""Unbreakable"" or ""The Job"" if you know what I mean.<br /><br />But Olga Levens, the writer of this junk, yes, Olga  The writer, Director, Producer, Screenplay author, Caster, Production designer, Art Director, Costume Designer and also a double for one of the characters is some scenes... this is basically a one woman movie and when it comes to Olga Levens from ""Levens Productions"" you can't go wrong :-)<br /><br />Well this might come as a shocker but ""this time"" Olga over did this big time, jumping from scene to scene, from dreams to reality... but wait! this was all a dream after all... or was it??? The picture fades and I realized none of this ever happened, the girl was all alone on the ship... actually there was no ship... no wait! There's the ship again, and the guys! They're alive! Thank god! No they're calling her to join the cruise... but then the ship disappears so maybe they're dead after all??? or maybe they never were alive to begin with???<br /><br />If you understood what I just said you might like this movie - otherwise it's a boring piece of work and the only reason I set through this entire crap is to find out how the hell can they finish this movie...<br /><br />Don't watch this if you value time, ever 90 minutes are a waste in this case..."
1610,neg,"Can we say retarded? This girl has no talent what so ever, nothing but complete garbage. You people are just marking 10 stars because you know most people hate this pathetic woman, if its such a ""great"" show then why did it get canceled after 6 measly episodes? exactly. People that support her, please seek help you do NOT know what is funny. Her stand up comedy is just so stupid, seriously how do you find this trash funny? The show tries to poke fun at stereo types and other things that are not funny at all. Carlos Mencia is funny and to that stupid poster, he actually has fans and his show is on the air so I'm sorry your a redneck who doesen't get his jokes. Please give me my 20 minutes of my life back."
1611,neg,I bought this movie and after I watched it I decided that I did not care for it. The acting was BAD. Was the principal a robot? He had no personality and his facial expression didn't change through the whole movie. At times the voices didn't match up. People talking and their lips didn't even move.
1612,pos,"Saw this in the theater in '86 and fell out of my chair laughing more than once. ""Beirut""...""What do you know about Beirut?""...""Beirut...he's the best damn baseball that ever lived.""<br /><br />You know how it's going to end but it has a great time getting there. The training scenes are very funny but the best scene may be the one when Jack and Reno are attempting to watch the Falcons v. Vikings Monday Night Football game while attempting a make-up dinner with their wives.<br /><br />Williams and Russell seem to have a lot of fun with this one and it's too bad that it's overlooked as a top notch comedy."
1613,neg,"This movie makes me think the others I've seen with Combs were an accident. The plot had more holes than I think I've ever seen in a movie purporting to be something more than a ""b"" movie. The acting was so laughable that not even the memories of Combs' past campy triumphs were enough to save it. Considering the script I have to imagine that there was not enough money in the budget for things like continuity and original ideas. I am thoroughly upset that I paid Blockbuster prices for this trash. The fact that it was made for television was something that would have helped me avoid this atrocity and frankly something that movies this poor should be required to warn you of. Avoid this movie no matter what."
1614,neg,"Oh, those Italians! Assuming that movies about aristocrats with weird fetishes, castles drowned in gothic atmosphere, and back-stabbing relatives trying to get their hands on an inheritance are inherently interesting to all! If you've seen one film of this type, you've basically seen them all (the MST3K favorite ""Screaming Skull"" fits the mold, too)...and ""The Night Evelyn Came Out of the Grave"" is formulaic, by-the-numbers, and dull as hell. Even the luscious Erika Blanc is put to waste here.<br /><br />zero/10<br /><br />"
1615,pos,I agree with another user here and have to say that this is one of the best Kung Fu movies ever! I watched this as a kid and absolutely loved it! The scaffolding scenes are brilliant and you can really empathise with this guy because he is treated as an outcast. Nice humour and fantastic kung fu this movie rocks! If you like Kung Fu you would love this!!!
1616,pos,"This is a great film. If this is any indication, than Hong Sang-Soo really is ""Asian cinema's best kept secret"". It's very similar in style to Tsai Ming-Liang and Hou Hsiao-hsien, and covers a lot of the same ground as them thematically, but I think I actually enjoy this more as a whole than any single one of their films. The overt minimalism is slightly less pronounced here than in their work, although it still completely fits that style (the camera never moves even once), and somehow I found the film less self-consciously ""slow"" than Tsai Ming-Liang or Hou Hsiao-hsien, which I think is part of the reason I enjoyed it more. Plus, it doesn't keep it's subjects quite as detached as Hou does. I felt like the film was also somehow more ""complete"" and less open-ended (just barely) than some of their work, although that's not to say it had much of anything resembling a forward-moving plot. I would have a hard time believing that Sophia Coppola wasn't directly influenced by this film for ""Lost in Translation"" (scenes of a young woman wandering around by herself, and languishing in her hotel room wearing punk panties can't help but seem familiar)."
1617,neg,This movie could have been great(cause its got a somewhat fascinating premise) but it never rises above sheer caricature. The acting is severely flawed and there were moments where i cringed so severely that i thought i was going to fall of my seat in the theater. Never and I mean never Watch this godawfull piece of .... Danish cinema has been getting a lot of good pr the recent years but if this piece of .... crosses the border I'm afraid nobody sane will ever want to rent a danish movie. This movie is the reason why i chose to register here. I really felt i needed to steer people away from this piece of .... my sympathies go out to the people who already went to the cinema to watch this
1618,pos,GREAT movie and the family will love it!! If kids are bored one day just pop the tape in and you'll be so glad you did!!!<br /><br />~~~Rube<br /><br />i luv raven-s!
1619,pos,"1928 is in many ways a ""lost year"" in motion pictures. Just as some of the finest films of the silent era were being made in every genre, sound was coming in and - while reaping great profits at the box office - was setting the art of film-making back about five years as the film industry struggled with the new technology.<br /><br />""Show People"" is one of the great silent era comedies. The film shows that William Haines had comic skills beyond his usual formula of the obnoxious overconfident guy who turns everyone against him, learns his lesson, and then redeems himself by winning the football game, the polo game, etc. This movie is also exhibit A for illustrating that Marion Davies was no Susan Alexander Kane. She had excellent comic instincts and timing. This film starts out as the Beverly Hillbillies-like adventure of Peggy Pepper (Marion Davies) and her father, General Marmaduke Oldfish Pepper, fresh from the old South. General Pepper has decided that he will let some lucky movie studio executive hire his daughter as an actress. While at the studio commissary, the Peppers run into Billy Boone (William Haines), a slapstick comedian. He gets Peggy an acting job. She's unhappy when she finds out it is slapstick, but she perseveres. Eventually she is discovered by a large studio and she and Billy part ways as she begins to take on dramatic roles. Soon the new-found fame goes to her head, and she is about to lose her public and gain a royal title when she decides to marry her new leading man, whom she doesn't really love, unless fate somehow intervenes.<br /><br />One of the things MGM frequently does in its late silent-era films and in its early sound-era films is feature shots of how film-making was done at MGM circa 1930. This film is one of those, as we get Charlie Chaplin trying to get Peggy's autograph, an abundance of cameos of MGM players during that era including director King Vidor himself, and even a cameo of Marion Davies as Peggy seeing Marion Davies as Marion Davies arriving at work on the lot. Peggy grimaces and mentions that she doesn't care for her. Truly a delight from start to finish, this is a silent that is definitely worth your while. This is one of the films that I also recommend you use to introduce people to the art of silent cinema as it is very accessible."
1620,pos,What can I say? I know this movie from start to finish. It's hilarious. It's an strong link to my past and will change the way I view film in the future. Hypothetically speaking :) The down-fall? There's no Socrates Johnson!
1621,pos,"The 100 black and white half-hour episodes of the early situation comedy ""Mr. Peepers"" were originally broadcast from 1952-55 on NBC. Like a lot of baby boomers this and ""Ding Dong School"" are my earliest memories of television. Since both ran later in syndication it is hard to tell how many of these memories are actually tied to the original broadcasts.<br /><br />""Mr. Peepers"" is worth checking out for more than its nostalgia value. It represents a very different style of situation comedy than shows like ""The Honeymooners"" and ""I Love Lucy"". The genre could have gone in two different directions in those days and ended up taking the loud abrasive path of those two shows; which is probably why they still seem contemporary. <br /><br />""Mr. Peepers"", which was differentiated by its intelligent restrained tone, may appear slow and dull in comparison. But it's really more a matter of adjusting to the different style. Once you get into the characters it will win over most intelligent viewers. Credit should be give to the show's producer, Fred Coe, a key figure in early television whose dramatic anthologies are also worth checking out (""Philco Television Playhouse"", ""Lights Out"", ""Playhouse 90"", ""Producers Showcase"", ""Playwrights 56"", ""Fireside Theatre"", etc.) even on kinescope.<br /><br />""Mr. Peepers"" offered a much more gentle style with Wally Cox (to be the voice of ""Underdog"" a few years later) in the title role, Robinson Peepers, a mild-mannered high school science teacher. His glasses were his trademark and a symbolic link to his name and role as a passive observer. <br /><br />The series provided Cox with an outstanding supporting cast. Tony Randall played his brash best friend, history teacher Harvey Weskit. Jack Warden played Frank Whip, the loud gym teacher whose mild bullying gave the show most of its conflict elements. <br /><br />There is some love interest competition involving the school's nurse, Nancy Remington (Patricia Benoit), with viewers quickly aligning with Mr. Peepers who seems a much better match for the gentle Nancy. Their on-screen marriage near the end 1953-54 season captured national attention, an early version of the ""Who Shot J.R.?"" frenzy.<br /><br />Then again, what do I know? I'm only a child."
