Season,No. of Episode (Season),No. of Episode (Overall),Title of the Episode,Running Time (Minutes),Directed by,Written by,Original Air Date,U.S. Viewers (Millions),Music by,Cinematography by,Editing by,IMDb Rating,Rotten Tomatoes Rating (Percentage),Metacritic Ratings,Ordered,Filming Duration,Novel(s) Adapted,Synopsis
6,1,51,The Red Woman,50,Jeremy Podeswa,"David Benioff, D. B. Weiss",24-Apr-2016,7.94,Ramin Djawadi,Gregory Middleton,Crispin Green,8.4,86,6.4,"April 8, 2014",July–December 2015,Outline from The Winds of Winter and original content,"Alliser Thorne assumes command of the Night's Watch, while Ser Davos and several loyalists bolt themselves inside a room with Jon's body; Edd leaves Castle Black to seek help. At Winterfell, Ramsay briefly mourns Myranda, while Sansa and Theon are pursued by Bolton men. Brienne and Podrick arrive, killing the pursuers. Sansa formally accepts Brienne into her service. Jaime arrives in King's Landing with Myrcella's body and vows to Cersei to take back everything taken from them. Obara and Nymeria murder Trystane Martell while, in Sunspear, Ellaria and Tyene kill Prince Doran and Areo Hotah after Doran learns of Myrcella's murder. In Meereen, Tyrion and Varys discover ships are burning in the harbor. Jorah and Daario Naharis continue tracking Daenerys, whom the Dothraki take to Khal Moro. In Braavos, a blinded Arya begs on the street. Each day, the Waif beats her with a staff and forces her to fight. In her bedchamber, Melisandre removes her bejeweled necklace revealing her true form, a frail and elderly woman."
6,2,52,Home,53,Jeremy Podeswa,Dave Hill,1-May-2016,7.29,Ramin Djawadi,Gregory Middleton,Crispin Green,9.3,88,6.2,"April 8, 2014",July–December 2015,Outline from The Winds of Winter and original content,"In a vision of the past, Brandon sees his father Ned, Uncle Benjen, their sister Lyanna, and young Hodor at Winterfell. Edd returns to Castle Black with Tormund and a group of Wildlings, imprisoning Thorne and the other mutineers. Tommen asks Cersei to help him be strong, as the High Sparrow threatens Jaime. Astapor and Yunkai have reverted to slavery. In the catacombs, Tyrion unchains Rhaegal and Viserion. In Braavos, H'ghar allows Arya to return to the House of Black and White. Roose Bolton's wife gives birth to a male heir; Ramsay murders Roose, his stepmother, and the infant. En route to Castle Black, Brienne tells Sansa that she had encountered Arya. Theon leaves to head home to the Iron Islands. Euron Greyjoy also returns to Pyke Island and murders his brother, King Balon. Melisandre attempts and apparently fails to resurrect Jon, but after everyone leaves the room, Jon awakens."
6,3,53,Oathbreaker,52,Daniel Sackheim,"David Benioff, D. B. Weiss",8-May-2016,7.28,Ramin Djawadi,Anette Haellmigk,Katie Weiland,8.6,87,6.2,"April 8, 2014",July–December 2015,Outline from The Winds of Winter and original content,"En route to Oldtown to train as a Maester, Samwell first visits Horn Hill, his family home, intending to leave Gilly and Little Sam with his family, claiming Little Sam is his biological son. In a vision, Brandon sees young Ned and Howland Reed, Meera's father, dishonorably defeat a Targaryen Kingsguardsmen at the Tower of Joy in Dorne. Varys discovers that the masters of Slavers' Bay are financing the Sons of the Harpy. In King's Landing, the High Sparrow preaches to Tommen, while Jaime, Cersei and her bodyguard, Ser Gregor Clegane, interrupt a small council meeting, only to be shunned by Kevan Lannister and the Tyrells. The Waif rigorously trains Arya, whose sight is restored after accepting herself as ""no-one"". In Winterfell, Lord Umber asks Ramsay to help protect the North from the Wildlings, presenting Rickon Stark, Osha, and the head of Rickon's direwolf as gifts. Jon executes Thorne, Olly, and the other mutineers. He renounces his oath and puts Tollett in charge of the Night's Watch."
6,4,54,Book of the Stranger,58,Daniel Sackheim,"David Benioff, D. B. Weiss",15-May-2016,7.82,Ramin Djawadi,Anette Haellmigk,Katie Weiland,9,100,6.6,"April 8, 2014",July–December 2015,Outline from The Winds of Winter and original content,"Sansa, Brienne and Podrick arrive at Castle Black. Sansa wants Jon to retake the North. In Meereen, Tyrion offers the masters of Slaver's Bay peace in exchange for slavery being abolished within seven years; this angers former slaves. Littlefinger returns to the Vale to mobilize its soldiers against Ramsay. Dario learns about Jorah's greyscale; they find Daenerys in Vaes Dothrak. In King's Landing, Margaery is allowed to visit Loras while Cersei, Jaime, Kevan, and Olenna shelve their differences and plot to defeat the Sparrows. Theon arrives at Pyke Island and supports Yara's claim to the Iron Islands throne. In Winterfell, Ramsay kills Osha, who tries to assassinate him. Ramsay sends Jon a message, threatening Rickon unless Sansa is returned. Sansa convinces Jon to retake Winterfell. In the temple of the Dosh Khaleen, Daenerys tells the Khal leaders that they are not fit to lead the Dothraki. She ignites the temple, killing them. When she emerges unscathed, the Dothraki horde kneels before her."
6,5,55,The Door,56,Jack Bender,"David Benioff, D. B. Weiss",22-May-2016,7.89,Ramin Djawadi,Jonathan Freeman,Crispin Green,9.7,98,7,"April 8, 2014",July–December 2015,Outline from The Winds of Winter and original content,"Sansa secretly meets with Littlefinger, who offers the Vale's forces and says her great uncle, Brynden Tully, is building an army in Riverrun. Sansa distrusts Littlefinger and declines his help. Jon and Sansa leave Castle Black to gather Northern houses' support. Sansa sends Brienne to meet with her great-uncle, Brynden Tully. In Braavos, Arya is tasked to assassinate Lady Crane, an actress. Beyond the Wall, Brandon learns that the Children of the Forest created the White Walkers to protect themselves from mankind. In the Iron Islands, Euron wins the Kingsmoot, despite confessing he killed Balon; Yara, Theon, and their supporters flee, taking many ships. In Essos, Daenerys orders Jorah to return after finding a cure for his greyscale. In Meereen, Kinvara, a red priestess, meets Tyrion and Varys and promises to support Daenerys. In Brandon's unaccompanied vision, the Night King touches him, leaving his mark and making the cave vulnerable. The Night King, White Walkers, and hordes of wights attack the cave, killing the Three-Eyed Raven, several Children, Summer, and Hodor, whose younger self was rendered mentally disabled by Meera’s order to ""Hold the door""."
6,6,56,Blood of My Blood,51,Jack Bender,Bryan Cogman,29-May-2016,6.71,Ramin Djawadi,Jonathan Freeman,Yan Miles,8.3,86,6.5,"April 8, 2014",July–December 2015,Outline from The Winds of Winter and original content,"Meera escapes the cave with Bran, who is immersed in the Three-Eyed Raven's transferred visions. In the forest, the wights attack, but a man on horseback saves them. At Horn Hill, Sam's father, Randyll, demeans him as a soft bookworm and insults Gilly for being a Wildling. That night, Sam takes House Tarly's ancestral Valyrian steel sword, Heartsbane, and leaves with Gilly and Little Sam. Arya warns Lady Crane of her planned assassination, then retrieves Needle. H'ghar allows the Waif to find and kill Arya. Jaime attempts to rescue Margaery from the Faith Militant, only to find she has repented and Tommen has forged an alliance with the Faith. Tommen forbids Jaime to serve as a King's Guard in King's Landing and orders him to aid Walder Frey, who is holding Edmure Tully hostage, to retake Riverrun from Brynden Tully. Benjen Stark, the man who saved Meera and Brandon, says he was turned by the White Walkers but later unturned by the Children using Dragonglass. Daenerys mounts Drogon and gives a rousing speech inspiring the Dothraki to cross the Narrow Sea and conquer Westeros for her."
6,7,57,The Broken Man,50,Mark Mylod,Bryan Cogman,5-Jun-2016,7.8,Ramin Djawadi,P. J. Dillon,John Harris,8.5,98,6.5,"April 8, 2014",July–December 2015,Outline from The Winds of Winter and original content,"The Hound is alive and living a simple, non-violent life, having been saved by a Septon and his followers. When rogue Brotherhood members threaten and eventually slaughter the group, the Hound seeks revenge. Margaery convinces her grandmother to return to Highgarden after the High Sparrow threatens to punish Olenna following her and Jaime's confrontation with the Faith. Margaery then secretly signals to Olenna that she has not converted to the Faith. Jon, Sansa, and Davos recruit the wildlings, House Mormont, and others but remain outnumbered by the Boltons. Sansa secretly sends a message to the Vale requesting aid. Jaime arrives in Riverrun with Bronn and assumes command of the siege. Jaime unsuccessfully parleys with Brynden Tully. Theon and Yara spend their last night in Volantis before sailing to Meereen to ally with Daenerys. Arya prepares to return to Westeros until the Waif, disguised as an old crone, viciously stabs her."
6,8,58,No One,58,Mark Mylod,"David Benioff, D. B. Weiss",12-Jun-2016,7.6,Ramin Djawadi,P. J. Dillon,Katie Weiland,8.3,84,5.8,"April 8, 2014",July–December 2015,Outline from The Winds of Winter and original content,"Tommen abolishes trial by combat, to Cersei's dismay, who planned to win with Ser Gregor as her champion. In Riverrun, Brienne fails to persuade Brynden Tully to surrender the castle and ride safely North. After Jaime threatens to kill Edmure's infant son, Edmure enters the castle and orders the Tully forces to stand down. Brynden is killed fighting the Lannisters while Brienne and Podrick escape. Varys departs for Westeros on a secret mission. Meereen comes under naval assault by the slaving cities; Daenerys returns on Drogon, accompanied by the Dothraki. The Hound kills four of the rogues, then encounters Berric Dondarrion and Myr Thoros, who have captured the others. They execute them and ask Clegane to join the Brotherhood. Arya seeks out Lady Crane, who tends her wounds. The Waif kills Lady Crane and pursues Arya through the streets. Arya leads the Waif into darkened catacombs and kills her using Needle. Arya places the Waif's face in the House's columned collection room and tells H'ghar that she is Arya Stark of Winterfell, and she is going home."
6,9,59,Battle of the Bastards,59,Miguel Sapochnik,"David Benioff, D. B. Weiss",19-Jun-2016,7.66,Ramin Djawadi,Fabian Wagner,Tim Porter,9.9,98,8,"April 8, 2014",July–December 2015,Outline from The Winds of Winter and original content,"On Tyrion's advice, Daenerys meets with three slave masters to negotiate a surrender, which they refuse. The three dragons attack and burn the slavers' ships. Grey Worm kills two of the masters, leaving one alive to report what he witnessed. Theon and Yara meet with Daenerys and Tyrion to offer an alliance in exchange for the Iron Islands being independent. Near Winterfell, the Stark and Bolton armies meet on the battlefield. Ramsay feigns releasing Rickon before killing him with an arrow. In the battle, the Stark forces are pinned by Bolton soldiers until the Knights of the Vale arrive and overwhelm them. Ramsay flees to Winterfell, but the wildling giant Wun Wun breaches the gate and Ramsay is taken prisoner after Jon beats him senseless. Later, Sansa watches Ramsay's starving hounds devour him."
6,10,60,The Winds of Winter,68,Miguel Sapochnik,"David Benioff, D. B. Weiss",26-Jun-2016,8.89,Ramin Djawadi,Fabian Wagner,Tim Porter,9.9,99,7.8,"April 8, 2014",July–December 2015,Outline from The Winds of Winter and original content,"Before her trial, Cersei destroys the Sept of Baelor by wildfire, killing the High Sparrow, the Tyrells, Lancel and Kevan Lannister, hundreds of nobles, and the Faith Militant; Qyburn has Pycelle killed. Cersei reveals her incest with Jamie and that she killed Robert Baratheon to Septa Unella before having Ser Gregor Clegane torture her until she dies. Distraught over Margaery's death, Tommen commits suicide. In Dorne, Varys meets with Olenna and Ellaria, seeking an alliance between Daenerys and their Houses against the Lannisters. Davos confronts Melisandre over Princess Shireen's death, resulting in Jon banishing her. Led by Lyanna Mormont, the Wildlings and the surviving northern houses pledge loyalty to Jon as King of the North. Sansa rebuffs Littlefinger's romantic overtures. Arya kills Walder Frey and his sons. Sam and Gilly reach the Citadel in Oldtown. Benjen accompanies Brandon and Meera to the Wall but is unable to go further. In a vision, Bran sees Ned finding Lyanna Stark as she lies dying after giving birth (to Jon Snow) during King Robert's rebellion. Jaime returns to King's Landing, and Cersei crowns herself Queen of the Seven Kingdoms. Daenerys names Tyrion Hand of the Queen and sails for Westeros with the Greyjoys, her armies, and her dragons, leaving Daario Naharis and the Second Sons behind to rule Meereen until new leaders are elected."
7,1,61,Dragonstone,58,Jeremy Podeswa,"David Benioff, D. B. Weiss",16-Jul-2017,10.11,Ramin Djawadi,Gregory Middleton,Crispin Green,8.5,93,6.1,"April 21, 2016",August 2016 – February 2017,Outline from A Dream of Spring and original content,"At the Twins, Arya, disguised as Walder Frey, poisons the remaining lords of House Frey. The White Walkers march toward the Wall. Edd receives Bran and Meera at Castle Black. At Winterfell, Sansa objects when Jon accepts the loyalties of Houses Umber and Karstark, whose previous leaders supported Ramsay. Queen Cersei demands that the North bend the knee. At the Citadel, Samwell ""borrows"" restricted library books, learning there is a large deposit of dragonglass at Dragonstone; he sends word to Jon. Sam finds Jorah, now heavily infected with greyscale, quarantined in a cell. In the Riverlands, Arya meets some friendly Lannister soldiers, and ""jokingly"" claims she will kill Cersei. The Hound begins to believe in the Lord of Light after Thoros shows him a fiery vision of the Wall and the Army of the Dead. In King's Landing, Jaime tells Cersei they crucially need allies. Euron arrives to propose marriage in exchange for his Iron Fleet and an opportunity to kill Theon and Yara. Cersei declines over his untrustworthiness; Euron promises to return with a gift that will prove his loyalty. Daenerys arrives at Dragonstone, House Targaryen's ancestral home, with her army and large dragons."
7,2,62,Stormborn,58,Mark Mylod,Bryan Cogman,23-Jul-2017,9.27,Ramin Djawadi,P. J. Dillon,Tim Porter,8.8,96,5.8,"April 21, 2016",August 2016 – February 2017,Outline from A Dream of Spring and original content,"Daenerys heeds Tyrion's advice not to take King's Landing by force, which would kill thousands. Yara's fleet is sent to Sunspear to transport the Dornish army to lay siege to King's Landing alongside the Tyrell forces; the Unsullied are to take Casterly Rock. Daenerys challenges Varys' loyalty and threatens to burn him alive if he ever betrays her. Melisandre arrives and encourages Daenerys to invite Jon Snow to Dragonstone, saying he is integral to the war. Grey Worm and Missandei consummate their relationship. Cersei summons several lords, demanding their fealty, while Jaime offers to elevate Randyll Tarly as Warden of the South. Qyburn shows Cersei a prototype ballista capable of killing dragons. Arya is reunited with Hot Pie, who tells her the Boltons are dead and Jon is now King in the North. She resets course for Winterfell. Jon sets sails for Dragonstone to request Daenerys' help against the White Walkers, leaving Sansa in charge at Winterfell. He warns Littlefinger to never touch Sansa. Samwell performs a forbidden surgery on Jorah's greyscale infection. Euron's fleet attacks Yara's, killing Obara and Nymeria and capturing Ellaria, Tyene, and Yara. Theon, experiencing flashbacks as Reek, jumps overboard."
7,3,63,The Queen's Justice,62,Mark Mylod,"David Benioff, D. B. Weiss",30-Jul-2017,9.25,Ramin Djawadi,P. J. Dillon,Jesse Parker,9.1,90,6.3,"April 21, 2016",August 2016 – February 2017,Outline from A Dream of Spring and original content,"Jon arrives at Dragonstone. He refuses Daenerys’ demands to bend the knee, and instead asks her help fighting the Army of the Dead. On Tyrion's advice, Daenerys allows Jon to mine the island's dragonglass. Melisandre avoids Jon and departs for Volantis, telling Varys she will return to Westeros. Bran, with Meera, arrives at Winterfell and reveals his new Three-Eyed Raven identity to Sansa. In King's Landing, Euron presents Ellaria and Tyene as gifts to Cersei, who promises him marriage after the war is won. She makes him commander of her navy. Cersei administers the same poison to Tyene that killed Myrcella; Ellaria will watch her daughter die and remain imprisoned with the body. A healed Jorah leaves Oldtown to find Daenerys. Ebrose praises Samwell's skill in saving Jorah then makes him copy old texts for his disobedience. Grey Worm and the Unsullied attack Casterly Rock but discover that Jaime has led the bulk of the Lannister forces to attack Highgarden, while Euron's fleet ambushes and destroys the Unsullied's ships. The Lannister forces quickly overwhelm Olenna Tyrell's army. Jaime offers Olenna a quick and painless death by poison. After drinking it, she reveals she poisoned Joffrey."
7,4,64,The Spoils of War,49,Matt Shakman,"David Benioff, D. B. Weiss",6-Aug-2017,10.17,Ramin Djawadi,Robert McLachlan,Katie Weiland,9.7,97,6.6,"April 21, 2016",August 2016 – February 2017,Outline from A Dream of Spring and original content,"Arya returns to Winterfell and is reunited with Sansa and Bran. Littlefinger presents Bran with the Valyrian steel dagger his would-be assassin used. Bran gives the dagger to Arya. Bran bids a homeward-bound Meera an unemotional farewell, explaining he is no longer Bran. Arya spars with Brienne, impressing her and amazing Sansa with her exceptional fighting skills. Cersei assures the Iron Bank full repayment of the Lannister's debt as a wagon train carrying gold from Highgarden travels to King's Landing. In a cave filled with dragonglass, Jon reveals ancient wall paintings to Daenerys depicting the First Men and the Children of the Forest joining forces against the undead. Daenerys learns that the attack on Casterly Rock was a diversion and Lannister forces have captured Highgarden. Ignoring Tyrion's protests, Daenerys rides Drogon as the Dothraki cavalry launches a surprise attack on the Lannister army, decimating it and capturing its remaining forces. Drogon is slightly wounded when Bronn fires a bolt from Qyburn's new scorpion ballista weapon, but he and Daenerys land safely. Jaime's desperate charge on horseback at a vulnerable Daenerys is thwarted by Drogon spewing fire. Bronn tackles Jaime into a river, saving him."
7,5,65,Eastwatch,58,Matt Shakman,Dave Hill,13-Aug-2017,10.72,Ramin Djawadi,Robert McLachlan,Katie Weiland,8.7,95,5.3,"April 21, 2016",August 2016 – February 2017,Outline from A Dream of Spring and original content,"Jaime and Bronn return to King's Landing. Daenerys offers the surviving Lannister soldiers the choice to bend the knee or death. Randyll Tarly and his son, Dickon, refuse her offer, and against Tyrion's advice, Daenerys has Drogon burn them to death. Jorah is reunited with Daenerys at Dragonstone. Maester Wolkan alerts Jon and the Citadel about the wights approaching Eastwatch. Jon proposes capturing a wight beyond the Wall to prove their existence and convince Cersei to accept a temporary alliance. Davos smuggles Tyrion inside King's Landing to secretly meet with Jaime to propose an armistice. Cersei accepts, and she also informs Jaime she is pregnant with their child. While in King's Landing, Davos finds Gendry and takes him back to Dragonstone. With the Citadel ignoring Maester Wolkan's warning letter, Samwell, frustrated, leaves the Citadel with Gilly and Little Sam, taking several restricted books with him. At Winterfell, Littlefinger, knowing Arya is spying on him, lures her into finding the letter that Sansa was forced to write as a hostage in King's Landing. Jon, Jorah, and Gendry take Clegane, Thoros, Beric, Tormund and a group of the Free Folk from Eastwatch North beyond the Wall to capture a wight."
7,6,66,Beyond the Wall,70,Alan Taylor,"David Benioff, D. B. Weiss",20-Aug-2017,10.24,Ramin Djawadi,Jonathan Freeman,Tim Porter,9,84,4.9,"April 21, 2016",August 2016 – February 2017,Outline from A Dream of Spring and original content,"At Winterfell, Littlefinger schemes to isolate Sansa. Tensions between Arya and Sansa increase after Arya discovers the letter Sansa was forced to write, begging for Robb's fealty to Joffrey. Sansa, in turn, finds Arya's collection of faces from Braavos. At Dragonstone, Tyrion counsels Daenerys about the upcoming negotiations with Cersei. Beyond the Wall, Jon and the men hunt for a wight to prove the White Walkers' existence. After capturing one, the group is beset by the White Walker army but not before Jon sends Gendry to Eastwatch to dispatch a raven to Daenerys requesting help. During the night, an injured Thoros freezes to death. As the wight army is about to overwhelm Jon's group, Daenerys arrives with her dragons, destroying many wights. The Night King, the White Walkers' leader, kills Viserion, one of Daenerys' dragons, with an ice spear. Daenerys flies off with the men, but is unable to rescue Jon. Benjen Stark intervenes and sacrifices himself to save Jon. When Jon and Daenerys are reunited, Jon pledges himself and the North to Daenerys as Queen. The Night King reanimates Viserion, making the dragon a part of his army."
7,7,67,The Dragon and the Wolf,79,Jeremy Podeswa,"David Benioff, D. B. Weiss",27-Aug-2017,12.07,Ramin Djawadi,Gregory Middleton,Crispin Green,9.4,88,6,"April 21, 2016",August 2016 – February 2017,Outline from A Dream of Spring and original content,"The wight is presented to the Lannister court. Cersei demands Jon's neutrality, but she storms off when Jon upholds his oath to Daenerys. Tyrion meets with Cersei, apparently gaining her alliance. Cersei reveals to Jaime that she instead will use the Golden Company of Braavos to secure her hold on Westeros and allow the white walkers to destroy Daenerys and Jon's armies. Disgusted, Jaime rides north to warn Jon and Daenerys. At Dragonstone, Theon wins his men's respect and leads them to rescue Yara. Aboard a North-bound ship, Jon seeks out Daenerys, and they become lovers. At Winterfell, Littlefinger works to increase dissent between Arya and Sansa. Sansa, Arya, and Bran publicly accuse Littlefinger of murdering Jon and Lysa Arryn and of treason against their father. Deserted by the Lords of the Vale, Littlefinger is executed by Arya. Samwell arrives and meets with Bran. Combining Gilly's earlier information and Bran's vision, they realize Jon is Aegon Targaryen, the legitimate heir to the Iron Throne. Jon's parents, Rhaegar Targaryen and Lyanna Stark, secretly married. At Eastwatch, the Night King, astride the undead Viserion, blasts a hole through the Wall with blue dragon fire; the Army of the Dead marches through."
8,1,68,Winterfell,53,David Nutter,Dave Hill,14-Apr-2019,11.76,Ramin Djawadi,David Franco,Crispin Green,7.6,92,5.5,"July 30, 2016",October 2017 – July 2018,Outline from A Dream of Spring and original content,"Upon reaching Winterfell with their combined armies, Jon and Daenerys learn the Army of the Dead has breached the Wall and the Night King commands the undead Viserion. The Northern Houses and the Vale rally around Winterfell but distrust Daenerys and doubt Cersei's pledge to send troops. Euron returns to King's Landing with the Golden Company and entices Cersei to consummate their union. Cersei, through Qyburn, hires Bronn to assassinate Tyrion and Jaime. Theon rescues Yara, who then sets out to retake the Iron Islands, while Theon returns to Winterfell. There, Jon is reunited with Arya. Jon and Daenerys ride the dragons and deepen their bond. Daenerys wants to reward Sam for saving Jorah before realizing that she executed his father and brother. Sam tells Jon that he was born Aegon Targaryen and is the true heir to the Iron Throne. At House Umber, Tormund and Beric encounter Edd and other Night's Watch members. They find the castle's occupants dead, and the wight of Ned Umber is left as a gruesome message. Jaime arrives at Winterfell where Bran awaits him."
8,2,69,A Knight of the Seven Kingdoms,57,David Nutter,Bryan Cogman,21-Apr-2019,10.29,Ramin Djawadi,David Franco,Crispin Green,7.9,87,5.9,"July 30, 2016",October 2017 – July 2018,Outline from A Dream of Spring and original content,"Jaime reveals Cersei's deception to the Targaryen-Stark alliance and joins them after Brienne vouches for his honor. Jaime apologizes to Bran for crippling him; Bran replies he harbors no anger and says they are no longer the same people. Daenerys no longer trusts Tyrion's judgment for his having believed Cersei, but Jorah asks that she forgive Tyrion's mistakes. Citing their mutual love for Jon, Daenerys tries to gain Sansa's trust, but Sansa says the North vowed never to bow to anyone again. Theon, Edd, Tormund, and Beric arrive at Winterfell, with the latter three reporting the undead army's impending arrival. Bran proposes he lure out the Night King, who intends to destroy the Three-Eyed Raven. Theon and the Ironborn will protect Bran. Arya seduces Gendry, wanting to experience it before they die. Jaime formally anoints Brienne as a knight. Jorah fails to dissuade Lyanna Mormont from fighting, and Sam presents Jorah with House Tarly's ancestral sword. As the Army of the Dead approaches, Jon reveals his true lineage to Daenerys, who realizes that he has a claim to the Iron Throne."
8,3,70,The Long Night,81,Miguel Sapochnik,"David Benioff, D. B. Weiss",28-Apr-2019,12.02,Ramin Djawadi,Fabian Wagner,Tim Porter,7.5,74,4.2,"July 30, 2016",October 2017 – July 2018,Outline from A Dream of Spring and original content,"The living meet the Army of the Dead outside Winterfell. The initial Dothraki charge is destroyed and the Unsullied are quickly overwhelmed, despite the dragonfire. Edd is killed saving Sam and survivors retreat into the castle. Melisandre ignites the fire trench surrounding Winterfell to delay the advancing horde. Jon and Daenerys aerially engage the Night King on their dragons. The wights invade Winterfell, overpowering the defenders; Lyanna Mormont is killed destroying a giant wight; Beric dies defending Arya and Melisandre tells Arya what she must do. Jon and Rhaegal knock the Night King off Viserion and Daenerys and Drogon burn him with dragonfire without any effect. The Night King raises the slain Winterfell soldiers and the dead entombed in the Stark family crypt, who attack those sheltered there. Wights pull Daenerys from Drogon and Jorah is fatally wounded defending her. The Night King kills Theon as he protects Bran. Arya ambushes and stabs the Night King with her Valyrian steel dagger shattering him and his White Walkers and Viserion and all wights. Her purpose served; Melisandre allows herself to die of old age."
8,4,71,The Last of the Starks,77,David Nutter,"David Benioff, D. B. Weiss",5-May-2019,11.8,Ramin Djawadi,David Franco,Katie Weiland,5.5,58,2.9,"July 30, 2016",October 2017 – July 2018,Outline from A Dream of Spring and original content,"The survivors mourn, burn the dead and then celebrate their victory. During the somber feast, Daenerys uplifts the mood by legitimizing Gendry as a Baratheon, naming him Lord of Storm's End. Arya gently declines Gendry's subsequent marriage proposal while Jaime and Brienne become lovers. To protect her claim to the throne, Daenerys asks Jon to conceal his true parentage. Bronn arrives and threatens Jaime and Tyrion but spares them in exchange for being promised Highgarden castle. Jon reveals his true parentage to Sansa, Bran, and Arya, swearing them to secrecy. Wanting Jon as king, Sansa tells Tyrion, who informs Varys. Arya and the Hound head for King's Landing, separately bent on revenge. Tormund returns north with the Wildlings, taking Ghost at Jon's request. Daenerys and her fleet set sail for King's Landing, while Jon leads the Northern army. At Dragonstone, Euron's navy ambushes Daenerys' fleet, killing Rhaegal with ship-mounted ballistas. Missandei is taken hostage and Daenerys considers seizing King's Landing using dragonfire. Varys and Tyrion debate whether Jon would be a better ruler than Daenerys. Jaime leaves Winterfell to return to Cersei, despite Brienne's pleas to stay. Cersei rejects Daenerys' demand to surrender and has Missandei beheaded before an enraged Daenerys and Grey Worm."
8,5,72,The Bells,77,Miguel Sapochnik,"David Benioff, D. B. Weiss",12-May-2019,12.48,Ramin Djawadi,Fabian Wagner,Tim Porter,6,49,3.4,"July 30, 2016",October 2017 – July 2018,Outline from A Dream of Spring and original content,"Varys urges Jon to advance his claim to the throne but Jon refuses to betray Daenerys. After Tyrion reveals Varys' plot, Daenerys executes Varys by dragon-fire. Jaime is captured but Tyrion releases him so Jaime can persuade Cersei to surrender the city and then escape Westeros together. Jaime, Arya and the Hound each infiltrate King's Landing. Riding Drogon, Daenerys destroys the Iron Fleet and most of the city's defenses, allowing her army to enter. Cersei's forces are quickly overwhelmed and the city signals its surrender. An enraged Daenerys begins leveling the city, burning soldiers and civilians. The allied army follows her lead, slaughtering anyone in their path, horrifying Tyrion and Jon. Jaime kills Euron but is mortally wounded. The Hound convinces Arya to abandon her vendetta against Cersei and save herself; then he confronts the Mountain. The brothers, battling each other, ultimately perish after falling from a tower into flames. Cersei and Jaime reunite but are killed as the Red Keep collapses on them. Jon calls for a retreat as frantic civilians flee the devastation. Arya barely escapes alive."
8,6,73,The Iron Throne,78,David Benioff & D. B. Weiss,"David Benioff, D. B. Weiss",19-May-2019,13.61,Ramin Djawadi,Jonathan Freeman,Katie Weiland,4,47,2.6,"July 30, 2016",October 2017 – July 2018,Outline from A Dream of Spring and original content,"Jon is appalled when the Unsullied execute captured soldiers upon Daenerys' orders. Tyrion finds Jaime and Cersei dead in the ruins. Daenerys rallies the Unsullied and Dothraki, proclaiming she will lead them to ""liberate"" the entire world. Tyrion resigns as Hand of the Queen and is imprisoned for treason. Arya and Tyrion separately warn Jon that Daenerys is a threat to him, House Stark and the people. Jon confronts Daenerys. Unable to halt her destructive path, an agonized Jon kills her. Drogon, enraged, melts the Iron Throne, then carries away Daenerys' body. Later, Tyrion proposes that all future monarchs be chosen by Westerosi leaders, rather than familial succession. Bran Stark is proclaimed King Bran the Broken. He grants the North independence as a kingdom and appoints Tyrion his Hand. Jon is sentenced to the Night's Watch to appease the Unsullied, who set sail for Naath, Missandei's homeland. Tyrion reorganizes the Small Council – Brienne, Bronn, Davos and Sam – to rebuild King's Landing. Podrick is knighted. Sansa is crowned Queen in the North. Arya sets sail to explore unknown lands west of Westeros. Jon rejoins Tormund and Ghost at Castle Black, leading the Wildlings north of the Wall."
